Site number,Year,Annual mean counts,Species Richness,Site name,Latitude,Longitude,Date type,Reaches,Current usgs gauge,Nearest USGS gauge,PODEW,TACH2,Annual mean depth to groundwater cm,Annual sum of precipitation mm,Exotic,Native,Ratio
13,2013,386,38,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,41.17,2.72,-115,229,81.13,188.03999999999985,2.32
13,2014,244,50,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,47.8,2.71,-110.1,192.65,99.85000000000001,291.75,2.92
13,2015,347,51,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,58.39,2.29,-95.8,251.45,116.94000000000001,293.78000000000003,2.51
13,2016,245,57,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,83.31,2.38,-109.2,125.05,138.25,332.59,2.41
13,2017,480,33,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,84.56,2.45,-84.3,127.9,120.29,332.9699999999999,2.77
13,2018,344,48,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,80.79,2.24,-119.7,110.385,135.60999999999999,264.94999999999993,1.95
13,2019,287,58,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,87.22,3.69,-93.8,153.3,128.89000000000001,293.50999999999993,2.28
13,2020,246,45,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,89.11,2.76,-142.8,143.65,134.36,216.14000000000001,1.61
13,2021,350,52,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,80.83,2.98,-143.4,93.4,157.95999999999998,233.85,1.48
14,2004,134,33,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,91.36,74.35,-150.4,192.5,179.58999999999997,174.79,0.97
14,2005,186,31,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,96.85,70.79,-128.1,161.2,207.36,169.97,0.82
14,2006,204,29,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,98.31,73.06,-126.6,208.4,209.79999999999998,196.73000000000002,0.94
14,2007,371,36,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,124.1,73.97,-131.3,162.4,209.48,231.09,1.1
14,2008,379,29,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,122.65,72.37,-109.7,167.8,204.46,191.54000000000005,0.94
14,2009,329,25,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,118.13,68.96,-130.1,119.8,202.84999999999997,146.76000000000002,0.72
14,2010,362,39,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,158.69,88.66,-143.2,129.75,241.31,202.72,0.84
14,2011,155,35,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,156.98,84.01,-157.9,104.3,204.56,173.86999999999998,0.85
14,2012,428,40,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,142.47,101.09,-181.6,75.65,211.07999999999998,158.23999999999998,0.75
14,2013,122,26,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,123.16,105.85,-170.5,184.9,185.83999999999997,141.86999999999998,0.76
14,2014,204,37,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,110.21,137.15,-182.6,82.45,221.37,123.86,0.56
14,2015,334,48,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,117.58,128.46,-165.7,183.65,217.85000000000002,131.14999999999998,0.6
14,2016,402,38,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,124.96,75.61,-190.9,175.75,168.85,136.21999999999997,0.81
14,2017,411,41,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,113.64,81.52,-170.8,137.45,170.51999999999998,148.2,0.87
14,2018,117,34,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,140.41,89.65,-183.2,155.16500000000002,185.19,158.44,0.86
14,2019,809,39,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,130.08,74.38,-160.1,143.15,166.69,146.55,0.88
14,2020,312,38,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,120.3,82.34,-187.5,122.15,175.88,164.75,0.94
14,2021,279,49,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,121.54,77.15,-197.3,196,157.92000000000002,147.70000000000002,0.94
15,2003,255,23,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,41.2,3.21,-109,101,48.199999999999996,138.61999999999998,2.88
15,2004,1353,35,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,25.48,3.1,-93.9,236.55,79.73,166.93,2.09
15,2005,348,28,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,26.02,7.08,-80.3,141.85,122.12,219.01,1.79
15,2006,518,37,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,25.71,7.34,-96.3,285.05,104.81,199.9,1.91
15,2007,1000,38,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,31.34,8.15,-94.5,166.55,157.61,206.21,1.31
15,2008,428,35,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,19.5,3.92,-80.9,170.75,67.37,181,2.69
15,2009,602,37,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,22.74,4,-91.7,139.95000000000002,95.44,205.14999999999998,2.15
15,2010,648,43,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,29.51,3.98,-93.2,167.85000000000002,175.45,200.14999999999998,1.14
15,2011,447,45,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,20.27,2.61,-107.9,133.65,28.67,166.05,5.79
15,2012,1341,46,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,27.12,.,-108.7,140.1,57.15999999999999,208.91,3.65
15,2013,340,48,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,35.64,.,-110.7,212.7,47.730000000000004,230.39,4.83
15,2014,823,38,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,34.93,.,-104.3,178.7,27.349999999999998,251.78000000000003,9.21
15,2015,955,46,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,33.9,1.94,-90.1,216,77.53,251.38000000000002,3.24
15,2016,2948,41,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,29.49,3.48,-100.2,95.05,65.21,230.49,3.53
15,2017,424,32,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,34.34,3.66,-81.4,161.7,112.12,254.64999999999998,2.27
15,2018,816,47,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,42.63,3.52,-113.4,177.22,53.09,271.37,5.11
15,2019,550,25,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,25.55,3.97,-71.9,197.85,70.47999999999999,274.20000000000005,3.89
15,2020,725,34,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,41.98,3.9,-116.2,110.75,42.97,272.98999999999995,6.35
15,2021,303,39,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,41.61,2.85,-112.1,157.5,32.53,274.77,8.45
16,2004,305,35,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,101.15,91.96,-153.1,285.25,190.45,228.91,1.2
16,2005,383,33,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,97.55,112.31,-137.2,242.25,221.56,276.7,1.25
16,2006,344,34,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,93.55,111.68,-159.1,308.35,225.08000000000004,264.46,1.17
16,2007,459,33,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,12.5,52.03,-151.7,185.65,88.07,196.44000000000003,2.23
16,2008,265,34,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,14.17,18.97,-136,184.2,62.74000000000001,222.85999999999999,3.55
16,2009,165,50,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,.,3.12,-147.6,177,94.07,195.12,2.07
16,2010,583,50,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,11.87,1.36,-151.3,195.3,203.83000000000004,179.5600000000001,0.88
16,2011,180,44,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,12.82,.,-167.5,158.7,5.53,117.11999999999999,21.18
16,2012,296,53,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,12.4,.,-167,181.25,150.9,124.36000000000008,0.82
16,2013,142,49,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,15.76,.,-168.2,253.05,107.78,122.52000000000001,1.14
16,2014,664,60,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,21.75,.,-163.2,228.5,123.72,104.88000000000001,0.85
16,2015,3141,62,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,21.05,4.5,-150.5,281.29999999999995,232.99,109.5,0.47
16,2016,520,56,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,21.76,.,-156.3,141.65,156.94,127.64,0.81
16,2017,339,61,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,26.5,.,-133.3,239.95,190.51000000000002,144.25,0.76
16,2018,403,49,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,26.72,.,-168.6,174.98,111.34,157.83,1.42
16,2019,560,44,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,28.97,0.3,-124.7,184.4,169.85000000000002,182.96000000000004,1.08
16,2020,701,52,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,34.11,1.33,-170.8,115.2,100.2000000000001,151.63,1.51
16,2021,170,49,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,40.99,0.1,-165.2,128.4,25.79,176.5900000000001,6.85
17,2004,61,13,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,36.55,0.43,-180.8,115.6,164.01,92.67999999999999,0.57
17,2005,328,37,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,34.6,.,-171.3,180.50000000000003,136.23,75.53,0.55
17,2006,132,35,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,37.25,.,-185.3,232.1,262.59000000000003,108,0.41
17,2007,229,44,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,38.07,.,-175.6,226.45,136.76,84.19,0.62
17,2008,278,48,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,38.43,.,-165.7,165.35,144.4099999999999,83.75,0.58
17,2009,282,50,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,38.73,.,-167,136.3,210.9,79.81999999999998,0.38
17,2010,312,51,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,38.72,.,-168.7,174.1,98.35000000000001,83.18,0.85
17,2011,444,51,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,55.54,.,-173.8,129.65,88.05000000000001,92.14999999999998,1.05
17,2012,339,63,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,54.08,.,-175.3,118,180.99,102.52999999999999,0.57
17,2013,249,50,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,65.47,.,-175.4,157,64.27,97.89000000000001,1.52
17,2014,258,62,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,56.56,.,-165.6,130.65,163.57999999999998,119.42,0.73
17,2015,296,70,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,61.44,.,-155.6,247.5,173.92000000000002,125.86000000000001,0.72
17,2016,293,56,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,62.77,.,-156.8,122.65,167.94000000000003,128.94,0.77
17,2017,395,65,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,63.06,.,-143.4,133.25,121.8,117.69000000000003,0.97
17,2018,299,52,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,61.53,.,-169.5,116.79,91.26,126.81999999999998,1.39
17,2019,224,54,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,72.2,.,-134.1,162.55,234.14999999999998,154.35999999999999,0.66
17,2020,479,54,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,81.5,1.29,-165.3,163.35,96.35,137.4,1.43
17,2021,210,52,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,80.97,1.52,-168.3,128.75,48.43000000000001,146.82999999999998,3.03
18,2004,193,20,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,88.85,3.82,-124.1,85.5,21.49,94.72999999999999,4.41
18,2005,371,30,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,81.9,5.49,-108.2,186,55.910000000000004,99.67,1.78
18,2006,726,36,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,84.81,1.68,-143,258,37.1,87.5,2.36
18,2007,1350,41,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,84.63,0.45,-134,168.5,110.26,94.57,0.86
18,2008,199,39,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,85.98,2.72,-111.6,259.6,156.35999999999999,98.11000000000001,0.63
18,2009,3712,38,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,99.47,5.81,-121.6,120.1,71.41000000000001,119.54,1.67
18,2010,1563,39,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,110.47,5.84,-122.8,149.95000000000002,68.25,126.35000000000001,1.85
18,2011,292,44,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,110.33,5.71,-143.9,108.05,10.26,117.62,11.46
18,2012,233,38,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,121.1,.,-141.4,123.4,84.35,136.56,1.62
18,2013,154,45,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,122.64,1.25,-140.6,143.3,36.66,135.39000000000001,3.69
18,2014,186,31,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,128.85,2.03,-135.1,151.65,12.07,145.68999999999997,12.07
18,2016,546,51,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,152.23,2.15,-124,112.95,25.07,190.39999999999998,7.59
18,2017,437,49,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,171.45,2.22,-103.1,218.6,58.209999999999994,228.17999999999998,3.92
19,2004,137,23,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,161.43,138.45,-116.1,71.25,199.70999999999998,196.01000000000002,0.98
19,2005,292,26,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,172.95,136.38,-102.4,148.85,199.78,206.57,1.03
19,2006,887,28,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,156.58,139.1,-130.2,261.55,200.31,183.98999999999998,0.92
19,2007,487,32,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,168.67,145.76,-122.8,166,210.33999999999997,204.66999999999996,0.97
19,2008,258,30,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,153.65,134.01,-105.2,227.85,189.98999999999998,183.98,0.97
19,2009,301,30,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,163.79,147.81,-115.2,147,227,202.01,0.89
19,2010,154,29,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,.,.,.,.,.,.,.
19,2011,232,34,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,175.24,141.56,-134,132.65,202.84,200.56,0.99
