Site number,Year,Name,lettercode,numbercode,family,class,order,genspp,Annual mean counts
14,2015,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1
14,2015,Psocoptera,INPS,1220000,0,1,22,0,3
14,2015,Solenopsis sp.,FOSOL,1111305,13,1,11,5,8
14,2015,Staphylinidae,INCOSTA,1021700,17,1,2,0,4
14,2015,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,3
14,2015,Teminius sp.,ARARATEM,5010501,5,5,1,1,1
14,2015,.,.,.,.,.,.,.,0
14,2016,Acari,ARACA,5020000,0,5,2,0,4
14,2016,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,238
14,2016,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,4
14,2016,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,6
14,2016,Calathus opaculus,CACALOPA,1025503,55,1,2,3,1
14,2016,Carabidae,INCOCAR,1025500,55,1,2,0,2
14,2016,Coleoptera larva,INCOLAR,1020001,0,1,2,1,10
14,2016,Collembola,INCL,1040000,0,1,4,0,5
14,2016,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,4
14,2016,Curculionidae,INCOCUR,1023100,31,1,2,0,4
14,2016,Dictynidae,ARARADIC,5012500,25,5,1,0,1
14,2016,Diorhabda sp.,INCHRDIO,1020907,9,1,2,7,11
14,2016,Diptera,INDI,1060000,0,1,6,0,2
14,2016,Elateridae,INCOELA,1020500,5,1,2,0,4
14,2016,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,1
14,2016,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,1
14,2016,Hemiptera,INHE,1750000,0,1,75,0,1
14,2016,Lasius sp.,FOLAS,1111310,13,1,11,10,5
14,2016,Lycosidae,ARARALYC,5012400,24,5,1,0,3
14,2016,Mastigoproctus giganteus,ARMASGIG,5060101,1,5,6,1,1
14,2016,Metoponium sp.,TEMET,1024644,46,1,2,44,1
14,2016,Monomorium sp.,FOMON,1111343,13,1,11,43,62
14,2016,Neivamyrmex sp.,FONEI,1111311,13,1,11,11,1
14,2016,Pholcidae,ARARAPHO,5010200,2,5,1,0,1
14,2016,Poecilus chalcites,CAPOECHA,1025502,55,1,2,2,2
14,2016,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,1
14,2016,Polyphaga,INCOPOL,1020002,0,1,2,2,1
14,2016,Porcellio laevis,PORLAE,6020101,1,6,2,1,4
14,2016,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,3
14,2016,Psocoptera,INPS,1220000,0,1,22,0,2
14,2016,Salticidae,ARARASAL,5011000,10,5,1,0,1
14,2016,Solenopsis sp.,FOSOL,1111305,13,1,11,5,4
14,2016,Staphylinidae,INCOSTA,1021700,17,1,2,0,6
14,2016,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,1
14,2016,Theridiidae,ARARATHE,5011500,15,5,1,0,1
14,2016,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,2
14,2016,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,1
14,2016,.,NOCAP,0,0,0,0,0,0
14,2017,Acanthopteroctetidae,INLEACA,1090200,2,1,9,0,1
14,2017,Acari,ARACA,5020000,0,5,2,0,3
14,2017,Aeolus mellillus,ELAEOMEL,1020502,5,1,2,2,3
14,2017,Aeolus sp.,ELAAEO,1020506,5,1,2,6,2
14,2017,Aphididae,INHEAPH,1751500,15,1,75,0,1
14,2017,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,163
14,2017,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,4
14,2017,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,4
14,2017,Calosoma sp.,INCACAL,1025547,55,1,2,47,1
14,2017,Carabidae,INCOCAR,1025500,55,1,2,0,2
14,2017,Coleoptera larva,INCOLAR,1020001,0,1,2,1,3
14,2017,Collembola,INCL,1040000,0,1,4,0,52
14,2017,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,5
14,2017,Crematogaster sp.,HYFORCRE,1111356,13,1,11,56,1
14,2017,Cryptophagidae,INCOCRY,1020800,8,1,2,0,1
14,2017,Curculionidae,INCOCUR,1023100,31,1,2,0,4
14,2017,Dermestidae,INCODER,1020700,7,1,2,0,2
14,2017,Diorhabda sp.,INCHRDIO,1020907,9,1,2,7,11
14,2017,Diptera,INDI,1060000,0,1,6,0,2
14,2017,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,1
14,2017,Drassyllus sp.,ARGNADRA,5011637,16,5,1,37,1
14,2017,Elateridae,INCOELA,1020500,5,1,2,0,15
14,2017,Gryllidae,INORGRY,1193700,37,1,19,0,1
14,2017,Hemiptera,INHE,1750000,0,1,75,0,1
14,2017,Histeridae,INCOHIS,1023000,30,1,2,0,2
14,2017,Hymenoptera,INHY,1110000,0,1,11,0,3
14,2017,Lasius sp.,FOLAS,1111310,13,1,11,10,7
14,2017,Linyphiidae,ARARALIN,5012200,22,5,1,0,1
14,2017,Lycosidae,ARARALYC,5012400,24,5,1,0,3
14,2017,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,14
14,2017,Neivamyrmex sp.,FONEI,1111311,13,1,11,11,2
14,2017,Poecilus chalcites,CAPOECHA,1025502,55,1,2,2,1
14,2017,Porcellio laevis,PORLAE,6020101,1,6,2,1,69
14,2017,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,4
14,2017,Reduviidae,INHERED,1750100,1,1,75,0,1
14,2017,Salticidae,ARARASAL,5011000,10,5,1,0,2
14,2017,Solenopsis sp.,FOSOL,1111305,13,1,11,5,11
14,2017,Staphylinidae,INCOSTA,1021700,17,1,2,0,3
14,2017,Trox sp.,COTROTRO,1029603,96,1,2,3,1
14,2017,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,3
14,2017,.,NOCAP,0,0,0,0,0,0
14,2018,Acari,ARACA,5020000,0,5,2,0,3
14,2018,Aeolus sp.,ELAAEO,1020506,5,1,2,6,2
14,2018,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,38
14,2018,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,7
14,2018,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,4
14,2018,Calathus opaculus,CACALOPA,1025503,55,1,2,3,1
14,2018,Coleoptera larva,INCOLAR,1020001,0,1,2,1,3
14,2018,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,8
14,2018,Curculionidae,INCOCUR,1023100,31,1,2,0,2
14,2018,Dictynidae,ARARADIC,5012500,25,5,1,0,1
14,2018,Diorhabda sp.,INCHRDIO,1020907,9,1,2,7,3
14,2018,Diptera,INDI,1060000,0,1,6,0,1
14,2018,Eleodes longicollis,TEELELON,1024642,46,1,2,42,1
14,2018,Haplodrassus chamberlini,GNHAPCHA,5011642,16,5,1,42,1
14,2018,Hemiptera,INHE,1750000,0,1,75,0,1
14,2018,Lasius sp.,FOLAS,1111310,13,1,11,10,1
14,2018,Lepismatidae,INZYLEP,1420200,2,1,42,0,1
14,2018,Linyphiidae,ARARALIN,5012200,22,5,1,0,3
14,2018,Lobometopon sp.,INCOLOBO,1024659,46,1,2,59,1
14,2018,Lycosidae,ARARALYC,5012400,24,5,1,0,1
14,2018,Mastigoproctus giganteus,ARMASGIG,5060101,1,5,6,1,1
14,2018,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,7
14,2018,Oribatida,ARACAORI,5020100,1,5,2,0,2
14,2018,Pholcidae,ARARAPHO,5010200,2,5,1,0,1
14,2018,Polyxenida,DIPOX,7030000,0,7,3,0,2
14,2018,Ponera sp.,INHYFOPO,1111355,13,1,11,55,1
14,2018,Porcellio laevis,PORLAE,6020101,1,6,2,1,6
14,2018,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,2
14,2018,Psocoptera,INPS,1220000,0,1,22,0,2
14,2018,Solenopsis sp.,FOSOL,1111305,13,1,11,5,3
14,2018,Staphylinidae,INCOSTA,1021700,17,1,2,0,4
14,2018,Thysanoptera,INTT,1080000,0,1,8,0,1
14,2018,Varacosa sp.,ARLYCVAR,5012425,24,5,1,25,2
14,2018,.,NOCAP,0,0,0,0,0,0
14,2019,,.,.,.,.,.,.,0
14,2019,Acari,ARACA,5020000,0,5,2,0,17
14,2019,Aeolus sp.,ELAAEO,1020506,5,1,2,6,4
14,2019,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,655
14,2019,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,8
14,2019,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,4
14,2019,Calathus opaculus,CACALOPA,1025503,55,1,2,3,12
14,2019,Callilepis sp.,ARGNACAL,5011617,16,5,1,17,6
14,2019,Camponotus sp.,FOCAM,1111344,13,1,11,44,3
14,2019,Coleoptera larva,INCOLAR,1020001,0,1,2,1,23
14,2019,Collembola,INCL,1040000,0,1,4,0,2
14,2019,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,3
14,2019,Curculionidae,INCOCUR,1023100,31,1,2,0,9
14,2019,Dictynidae,ARARADIC,5012500,25,5,1,0,3
14,2019,Drassyllus sp.,ARGNADRA,5011637,16,5,1,37,1
14,2019,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1
14,2019,Formica sp.,FOFOM,1111309,13,1,11,9,2
14,2019,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,1
14,2019,Gryllus sp.,ORGRYGRY,1193702,37,1,19,2,2
14,2019,Habronattus sp.,ARSALHAB,5011003,10,5,1,3,1
14,2019,Hemiptera,INHE,1750000,0,1,75,0,1
14,2019,Hymenoptera,INHY,1110000,0,1,11,0,1
14,2019,Lasius sp.,FOLAS,1111310,13,1,11,10,5
14,2019,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,1
14,2019,Lepismatidae,INZYLEP,1420200,2,1,42,0,1
14,2019,Leptothorax sp.,FOLEP,1111306,13,1,11,6,4
14,2019,Lycosidae,ARARALYC,5012400,24,5,1,0,3
14,2019,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,16
14,2019,Oxyopes sp.,AROXYOXY,5014701,47,5,1,1,1
14,2019,Porcellio laevis,PORLAE,6020101,1,6,2,1,7
14,2019,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,2
14,2019,Scutigeromorpha,CHSCU,2030000,0,2,3,0,1
14,2019,Solenopsis sp.,FOSOL,1111305,13,1,11,5,2
14,2019,Staphylinidae,INCOSTA,1021700,17,1,2,0,1
14,2019,Varacosa sp.,ARLYCVAR,5012425,24,5,1,25,1
14,2019,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1
14,2019,Zelotes lasalanus,GNZELLAS,5011609,16,5,1,9,3
14,2019,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,1
14,2019,.,MISSING,.,.,.,.,.,0
14,2020,Acari,ARACA,5020000,0,5,2,0,3
14,2020,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,144
14,2020,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,8
14,2020,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,3
14,2020,Blapstinus sulcatus,TEBLASUL,1024663,46,1,2,63,1
14,2020,Calathus opaculus,CACALOPA,1025503,55,1,2,3,1
14,2020,Callilepis sp.,ARGNACAL,5011617,16,5,1,17,1
14,2020,Coleoptera,INCO,1020000,0,1,2,0,1
14,2020,Collembola,INCL,1040000,0,1,4,0,1
14,2020,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,3
14,2020,Curculionidae,INCOCUR,1023100,31,1,2,0,3
14,2020,Dictynidae,ARARADIC,5012500,25,5,1,0,1
14,2020,Diorhabda sp.,INCHRDIO,1020907,9,1,2,7,1
14,2020,Eleodes carbonarius,TEELECAR,1024639,46,1,2,65,6
14,2020,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,1
14,2020,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,3
14,2020,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,1
14,2020,Gryllidae,INORGRY,1193700,37,1,19,0,2
14,2020,Gryllus sp.,ORGRYGRY,1193702,37,1,19,2,2
14,2020,Hemiptera,INHE,1750000,0,1,75,0,1
14,2020,Insecta larva,INLA,1000001,0,1,0,1,2
14,2020,Lasius sp.,FOLAS,1111310,13,1,11,10,2
14,2020,Lepidoptera,INLE,1090000,0,1,9,0,1
14,2020,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,5
14,2020,Lycosidae,ARARALYC,5012400,24,5,1,0,1
14,2020,Metoponium sp.,TEMET,1024644,46,1,2,44,1
14,2020,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,97
14,2020,Pogonomyrmex rugosus,POGRUG,1111353,13,1,11,53,1
14,2020,Porcellio laevis,PORLAE,6020101,1,6,2,1,4
14,2020,Reduviidae,INHERED,1750100,1,1,75,0,1
14,2020,Salticidae,ARARASAL,5011000,10,5,1,0,1
14,2020,Scutigeromorpha,CHSCU,2030000,0,2,3,0,1
14,2020,Staphylinidae,INCOSTA,1021700,17,1,2,0,1
14,2020,Thomisidae,ARARATHO,5014500,45,5,1,0,1
14,2020,Varacosa sp.,ARLYCVAR,5012425,24,5,1,25,2
14,2020,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,4
14,2020,.,MISSING,.,.,.,.,.,0
14,2020,.,NOCAP,0,0,0,0,0,0
14,2021,Acari,ARACA,5020000,0,5,2,0,9
14,2021,Aeolus sp.,ELAAEO,1020506,5,1,2,6,1
14,2021,Annelida,AN,9010000,0,9,1,0,1
14,2021,Apoidea,INHYAPO,1111000,10,1,11,0,1
14,2021,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,151
14,2021,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,7
14,2021,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,4
14,2021,Callilepis sp.,ARGNACAL,5011617,16,5,1,17,1
14,2021,Chrysomelidae,INCOCHR,1020900,9,1,2,0,2
14,2021,Coleoptera larva,INCOLAR,1020001,0,1,2,1,2
14,2021,Collembola,INCL,1040000,0,1,4,0,5
14,2021,Coniatus splendidulus,CUCONSPL,1023108,31,1,2,8,1
14,2021,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,3
14,2021,Curculionidae,INCOCUR,1023100,31,1,2,0,3
14,2021,Diptera,INDI,1060000,0,1,6,0,1
14,2021,Drassyllus sp.,ARGNADRA,5011637,16,5,1,37,2
14,2021,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,3
14,2021,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,3
14,2021,Gryllidae,INORGRY,1193700,37,1,19,0,3
14,2021,Gryllus sp.,ORGRYGRY,1193702,37,1,19,2,1
14,2021,Habronattus sp.,ARSALHAB,5011003,10,5,1,3,2
14,2021,Haplodrassus chamberlini,GNHAPCHA,5011642,16,5,1,42,1
14,2021,Hogna sp.,ARLYCHOG,5012406,24,5,1,6,1
14,2021,Hymenoptera,INHY,1110000,0,1,11,0,1
14,2021,Insecta,IN,1000000,0,1,0,0,1
14,2021,Insecta larva,INLA,1000001,0,1,0,1,3
14,2021,Lasius sp.,FOLAS,1111310,13,1,11,10,3
14,2021,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,1
14,2021,Lepismatidae,INZYLEP,1420200,2,1,42,0,6
14,2021,Linyphiidae,ARARALIN,5012200,22,5,1,0,3
14,2021,Lycosidae,ARARALYC,5012400,24,5,1,0,6
14,2021,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,15
14,2021,Neuroptera larva,INNELAR,1160001,0,1,16,1,1
14,2021,No captures,NOCAP,0,0,0,0,0,0
14,2021,Oribatida,ARACAORI,5020100,1,5,2,0,3
14,2021,Porcellio laevis,PORLAE,6020101,1,6,2,1,7
14,2021,Pseudataenius sp.,COSCAPSE,1020410,4,1,2,10,1
14,2021,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,4
14,2021,Psocoptera,INPS,1220000,0,1,22,0,2
14,2021,Salticidae,ARARASAL,5011000,10,5,1,0,1
14,2021,Scutigeromorpha,CHSCU,2030000,0,2,3,0,1
14,2021,Solenopsis sp.,FOSOL,1111305,13,1,11,5,2
14,2021,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,1
14,2021,Theridiidae,ARARATHE,5011500,15,5,1,0,1
14,2021,Thomisidae,ARARATHO,5014500,45,5,1,0,2
14,2021,Trachelas sp.,ARTRATRA,5018902,89,5,1,2,1
14,2021,Trox sp.,COTROTRO,1029603,96,1,2,3,1
14,2021,Varacosa sp.,ARLYCVAR,5012425,24,5,1,25,1
14,2021,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,3
15,2003,Araneae,ARARA,5010000,0,5,1,0,4
15,2003,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,87
15,2003,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,4
15,2003,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,5
15,2003,Calathus opaculus,CACALOPA,1025503,55,1,2,3,1
15,2003,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1
15,2003,Elateridae,INCOELA,1020500,5,1,2,0,1
15,2003,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2
15,2003,Gelechiidae,INLEGEL,1090300,3,1,9,0,1
15,2003,Gryllus alogus,GRGRYALO,1193701,37,1,19,1,1
15,2003,Harpalus sp.,CAHAR,1025530,55,1,2,30,1
15,2003,Lasius sp.,FOLAS,1111310,13,1,11,10,95
15,2003,Lepismatidae,INZYLEP,1420200,2,1,42,0,1
15,2003,Leptothorax sp.,FOLEP,1111306,13,1,11,6,1
15,2003,Lygaeidae,INHELYG,1750300,3,1,75,0,21
15,2003,Mutillidae,INHYMUT,1111900,19,1,11,0,2
15,2003,Noctuidae,INLENOC,1090100,1,1,9,0,1
15,2003,Pompilidae,INHYPOM,1111500,15,1,11,0,1
15,2003,Rhopalidae,INHERHO,1750600,6,1,75,0,1
15,2003,Scarabaeidae,INCOSCA,1020400,4,1,2,0,1
15,2003,Staphylinidae,INCOSTA,1021700,17,1,2,0,7
15,2003,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,16
15,2003,.,NOCAP,0,0,0,0,0,0
15,2004,Acari,ARACA,5020000,0,5,2,0,568
15,2004,Araneae,ARARA,5010000,0,5,1,0,6
15,2004,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,526
15,2004,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,20
15,2004,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,7
15,2004,Calathus opaculus,CACALOPA,1025503,55,1,2,3,2
15,2004,Coleoptera,INCO,1020000,0,1,2,0,1
15,2004,Coleoptera larva,INCOLAR,1020001,0,1,2,1,3
15,2004,Collembola,INCL,1040000,0,1,4,0,42
15,2004,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,7
15,2004,Cryptophagidae,INCOCRY,1020800,8,1,2,0,5
15,2004,Curculionidae,INCOCUR,1023100,31,1,2,0,4
15,2004,Cydnidae,INHECYD,1750500,5,1,75,0,1
15,2004,Diptera,INDI,1060000,0,1,6,0,2
15,2004,Elateridae,INCOELA,1020500,5,1,2,0,4
15,2004,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,4
15,2004,Formica sp.,FOFOM,1111309,13,1,11,9,35
15,2004,Gryllidae,INORGRY,1193700,37,1,19,0,2
15,2004,Hymenoptera,INHY,1110000,0,1,11,0,1
15,2004,Insecta,IN,1000000,0,1,0,0,1
15,2004,Lasius sp.,FOLAS,1111310,13,1,11,10,43
15,2004,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,2
15,2004,Lepismatidae,INZYLEP,1420200,2,1,42,0,1
15,2004,Lygaeidae,INHELYG,1750300,3,1,75,0,8
15,2004,Melanotus sp.,ELMEL,1020505,5,1,2,5,1
15,2004,Mutillidae,INHYMUT,1111900,19,1,11,0,1
15,2004,Platydracus sp.,STPLA,1021703,17,1,2,3,10
15,2004,Pompilidae,INHYPOM,1111500,15,1,11,0,1
15,2004,Prenolepis sp.,FOPRE,1111339,13,1,11,39,16
15,2004,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,5
15,2004,Psocoptera,INPS,1220000,0,1,22,0,1
15,2004,Solenopsis sp.,FOSOL,1111305,13,1,11,5,20
15,2004,Solifugae,ARSOL,5040000,0,5,4,0,1
15,2004,Staphylinidae,INCOSTA,1021700,17,1,2,0,2
15,2004,.,NOCAP,0,0,0,0,0,0
15,2005,Acari,ARACA,5020000,0,5,2,0,100
15,2005,Araneae,ARARA,5010000,0,5,1,0,7
15,2005,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,89
15,2005,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,11
15,2005,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,4
15,2005,Calathus opaculus,CACALOPA,1025503,55,1,2,3,7
15,2005,Chalcidoidea,INHYCHA,1111600,16,1,11,0,1
15,2005,Coleoptera,INCO,1020000,0,1,2,0,1
15,2005,Coleoptera larva,INCOLAR,1020001,0,1,2,1,5
15,2005,Collembola,INCL,1040000,0,1,4,0,65
15,2005,Curculionidae,INCOCUR,1023100,31,1,2,0,4
15,2005,Elateridae,INCOELA,1020500,5,1,2,0,9
15,2005,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1
15,2005,Formica sp.,FOFOM,1111309,13,1,11,9,1
15,2005,Gryllidae,INORGRY,1193700,37,1,19,0,1
15,2005,Histeridae,INCOHIS,1023000,30,1,2,0,4
15,2005,Insecta,IN,1000000,0,1,0,0,4
15,2005,Insecta larva,INLA,1000001,0,1,0,1,1
15,2005,Lasius sp.,FOLAS,1111310,13,1,11,10,11
15,2005,Orthoptera,INOR,1190000,0,1,19,0,1
15,2005,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,2
15,2005,Prenolepis sp.,FOPRE,1111339,13,1,11,39,1
15,2005,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1
15,2005,Staphylinidae,INCOSTA,1021700,17,1,2,0,15
15,2005,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,1
15,2005,Tenebrionidae,COTEN,1024600,46,1,2,0,1
15,2005,.,NOCAP,0,0,0,0,0,0
15,2005,.,.,.,.,.,.,.,0
15,2006,Acari,ARACA,5020000,0,5,2,0,8
15,2006,Agonum decorum,CAAGODEC,1025517,55,1,2,17,1
15,2006,Agonum sp.,CAAGO,1025515,55,1,2,15,1
15,2006,Araneae,ARARA,5010000,0,5,1,0,6
15,2006,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,137
15,2006,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,60
15,2006,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,7
15,2006,Calathus opaculus,CACALOPA,1025503,55,1,2,3,5
15,2006,Carabid larva,CALAR,1025506,55,1,2,6,2
15,2006,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,3
15,2006,Coleoptera,INCO,1020000,0,1,2,0,148
15,2006,Collembola,INCL,1040000,0,1,4,0,24
15,2006,Curculionidae,INCOCUR,1023100,31,1,2,0,3
15,2006,Diptera,INDI,1060000,0,1,6,0,2
15,2006,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,1
15,2006,Elateridae,INCOELA,1020500,5,1,2,0,1
15,2006,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2
15,2006,Formica sp.,FOFOM,1111309,13,1,11,9,1
15,2006,Formicidae,INHYFOR,1111300,13,1,11,0,1
15,2006,Gryllidae,INORGRY,1193700,37,1,19,0,4
15,2006,Harpalus sp.,CAHAR,1025530,55,1,2,30,1
15,2006,Hemiptera,INHE,1750000,0,1,75,0,1
15,2006,Hymenoptera,INHY,1110000,0,1,11,0,1
15,2006,Insecta,IN,1000000,0,1,0,0,4
15,2006,Insecta larva,INLA,1000001,0,1,0,1,12
15,2006,Lasius sp.,FOLAS,1111310,13,1,11,10,29
15,2006,Lepismatidae,INZYLEP,1420200,2,1,42,0,13
15,2006,Lycosidae,ARARALYC,5012400,24,5,1,0,2
15,2006,Neivamyrmex sp.,FONEI,1111311,13,1,11,11,5
15,2006,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,1
15,2006,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,2
15,2006,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,1
15,2006,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,8
15,2006,Solenopsis sp.,FOSOL,1111305,13,1,11,5,3
15,2006,Staphylinidae,INCOSTA,1021700,17,1,2,0,5
15,2006,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,13
15,2006,.,NOCAP,0,0,0,0,0,0
15,2007,Acari,ARACA,5020000,0,5,2,0,1
15,2007,Amara sp.,CAAMA,1025505,55,1,2,5,4
15,2007,Araneae,ARARA,5010000,0,5,1,0,4
15,2007,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,419
15,2007,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,16
15,2007,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,3
15,2007,Calathus opaculus,CACALOPA,1025503,55,1,2,3,7
15,2007,Calosoma scrutator,CACALSCR,1025537,55,1,2,37,1
15,2007,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,5
15,2007,Chilopoda,CH,2000000,0,2,0,0,5
15,2007,Chrysomela scripta,CHCHRSCR,1020904,9,1,2,4,1
15,2007,Coleoptera,INCO,1020000,0,1,2,0,118
15,2007,Coleoptera larva,INCOLAR,1020001,0,1,2,1,2
15,2007,Collembola,INCL,1040000,0,1,4,0,308
15,2007,Curculionidae,INCOCUR,1023100,31,1,2,0,8
15,2007,Diptera,INDI,1060000,0,1,6,0,2
15,2007,Elateridae,INCOELA,1020500,5,1,2,0,2
15,2007,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,1
15,2007,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,3
15,2007,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,2
15,2007,Formicinae,FOFON,1111349,13,1,11,49,1
15,2007,Gryllidae,INORGRY,1193700,37,1,19,0,1
15,2007,Gryllus alogus,GRGRYALO,1193701,37,1,19,1,2
15,2007,Harpalus sp.,CAHAR,1025530,55,1,2,30,2
15,2007,Insecta,IN,1000000,0,1,0,0,27
15,2007,Insecta larva,INLA,1000001,0,1,0,1,1
15,2007,Lasius sp.,FOLAS,1111310,13,1,11,10,20
15,2007,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,2
15,2007,Lepismatidae,INZYLEP,1420200,2,1,42,0,5
15,2007,Lycosidae,ARARALYC,5012400,24,5,1,0,1
15,2007,Neivamyrmex sp.,FONEI,1111311,13,1,11,11,1
15,2007,Pheidole sp.,FOPHE,1111314,13,1,11,14,6
15,2007,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,5
15,2007,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,1
15,2007,Porcellio laevis,PORLAE,6020101,1,6,2,1,1
15,2007,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,3
15,2007,Solenopsis sp.,FOSOL,1111305,13,1,11,5,3
15,2007,Staphylinidae,INCOSTA,1021700,17,1,2,0,6
15,2008,Acari,ARACA,5020000,0,5,2,0,4
15,2008,Amara sp.,CAAMA,1025505,55,1,2,5,8
15,2008,Araneae,ARARA,5010000,0,5,1,0,7
15,2008,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,276
15,2008,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,18
15,2008,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,12
15,2008,Calathus opaculus,CACALOPA,1025503,55,1,2,3,12
