Site number,Year,Name,lettercode,numbercode,family,class,order,genspp,Annual mean counts,Site name,Latitude,Longitude
15,2014,Staphylinidae,INCOSTA,1021700,17,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2014,Thomisidae,ARARATHO,5014500,45,5,1,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2014,.,.,.,.,.,.,.,0,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Acari,ARACA,5020000,0,5,2,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Amara sp.,CAAMA,1025505,55,1,2,5,11,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Anyphaenidae,ARARAANY,5019700,97,5,1,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Araneae,ARARA,5010000,0,5,1,0,5,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,673,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Calathus opaculus,CACALOPA,1025503,55,1,2,3,6,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Camponotus sp.,FOCAM,1111344,13,1,11,44,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Carabidae,INCOCAR,1025500,55,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Chilopoda,CH,2000000,0,2,0,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Coleoptera,INCO,1020000,0,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Collembola,INCL,1040000,0,1,4,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Curculionidae,INCOCUR,1023100,31,1,2,0,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Diptera,INDI,1060000,0,1,6,0,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Elateridae,INCOELA,1020500,5,1,2,0,6,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Eleodes longicollis,TEELELON,1024642,46,1,2,42,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Formica sp.,FOFOM,1111309,13,1,11,9,18,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Formicidae,INHYFOR,1111300,13,1,11,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Gryllidae,INORGRY,1193700,37,1,19,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Harpalus sp.,CAHAR,1025530,55,1,2,30,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Hemiptera,INHE,1750000,0,1,75,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Insecta larva,INLA,1000001,0,1,0,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Lasius sp.,FOLAS,1111310,13,1,11,10,13,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Lepismatidae,INZYLEP,1420200,2,1,42,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Lycosidae,ARARALYC,5012400,24,5,1,0,6,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Metoponium sp.,TEMET,1024644,46,1,2,44,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Monomorium sp.,FOMON,1111343,13,1,11,43,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Neivamyrmex sp.,FONEI,1111311,13,1,11,11,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Noctuidae,INLENOC,1090100,1,1,9,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Oribatida,ARACAORI,5020100,1,5,2,0,12,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,8,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Poecilus sp.,CAPOE,1025528,55,1,2,28,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Porcellio laevis,PORLAE,6020101,1,6,2,1,31,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,5,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Pterostichus sp.,CAPTE,1025520,55,1,2,20,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Scarabaeidae,INCOSCA,1020400,4,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Solenopsis sp.,FOSOL,1111305,13,1,11,5,97,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Staphylinidae,INCOSTA,1021700,17,1,2,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2015,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Amara sp.,CAAMA,1025505,55,1,2,5,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Apidae,INHYAPI,1111100,11,1,11,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Apocrita,INHYAP,1115200,52,1,11,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,2742,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,14,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Calathus opaculus,CACALOPA,1025503,55,1,2,3,18,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Calosoma scrutator,CACALSCR,1025537,55,1,2,37,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Camponotus sp.,FOCAM,1111344,13,1,11,44,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Carabidae,INCOCAR,1025500,55,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Coleoptera larva,INCOLAR,1020001,0,1,2,1,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Curculionidae,INCOCUR,1023100,31,1,2,0,10,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Dictynidae,ARARADIC,5012500,25,5,1,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Elateridae,INCOELA,1020500,5,1,2,0,5,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,5,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Harpalus sp.,CAHAR,1025530,55,1,2,30,14,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Lasius sp.,FOLAS,1111310,13,1,11,10,10,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Lepismatidae,INZYLEP,1420200,2,1,42,0,6,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Lithobiomorpha,CHLIT,2020000,0,2,2,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Lycosidae,ARARALYC,5012400,24,5,1,0,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Monomorium sp.,FOMON,1111343,13,1,11,43,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Mutillidae,INHYMUT,1111900,19,1,11,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Oribatida,ARACAORI,5020100,1,5,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Pheidole sp.,FOPHE,1111314,13,1,11,14,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Phrurotimpus sp.,ARPHRPHR,5019001,90,5,1,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,10,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Polyphaga,INCOPOL,1020002,0,1,2,2,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Porcellio laevis,PORLAE,6020101,1,6,2,1,44,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Pterostichus sp.,CAPTE,1025520,55,1,2,20,5,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Reduviidae,INHERED,1750100,1,1,75,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Salticidae,ARARASAL,5011000,10,5,1,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Solenopsis sp.,FOSOL,1111305,13,1,11,5,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Staphylinidae,INCOSTA,1021700,17,1,2,0,5,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2016,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Acari,ARACA,5020000,0,5,2,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Aeolus mellillus,ELAEOMEL,1020502,5,1,2,2,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,353,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,11,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Bradycellus sp.,CABRA,1025521,55,1,2,21,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Chrysomela scripta,CHCHRSCR,1020904,9,1,2,4,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Collembola,INCL,1040000,0,1,4,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Cryptophagidae,INCOCRY,1020800,8,1,2,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Curculionidae,INCOCUR,1023100,31,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Dictynidae,ARARADIC,5012500,25,5,1,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Diptera,INDI,1060000,0,1,6,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Dysdera crocata,ARDYSCRO,5011402,14,5,1,2,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Harpalus sp.,CAHAR,1025530,55,1,2,30,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Lasius sp.,FOLAS,1111310,13,1,11,10,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Phrurolithidae,ARRAPHR,5019000,90,5,1,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Porcellio laevis,PORLAE,6020101,1,6,2,1,11,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Pseudataenius sp.,COSCAPSE,1020410,4,1,2,10,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Pseudoscorpion larvae,ARPSELAR,5030001,0,5,3,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Salticidae,ARARASAL,5011000,10,5,1,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Staphylinidae,INCOSTA,1021700,17,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Thysanoptera,INTT,1080000,0,1,8,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Trox sp.,COTROTRO,1029603,96,1,2,3,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2017,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Acari,ARACA,5020000,0,5,2,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Acrididae,INORACR,1193900,39,1,19,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Aeolus sp.,ELAAEO,1020506,5,1,2,6,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,568,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,19,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,9,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Blapstinus sulcatus,TEBLASUL,1024663,46,1,2,63,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Bradycellus sp.,CABRA,1025521,55,1,2,21,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Calathus opaculus,CACALOPA,1025503,55,1,2,3,16,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Carabidae,INCOCAR,1025500,55,1,2,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Cassidinae,CHCASS,1020908,9,1,2,8,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Collembola,INCL,1040000,0,1,4,0,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Curculionidae,INCOCUR,1023100,31,1,2,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Drassyllus sp.,ARGNADRA,5011637,16,5,1,37,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Drassyllus texamans,GNDRATEX,5011644,16,5,1,44,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Dysdera crocata,ARDYSCRO,5011402,14,5,1,2,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Formica sp.,FOFOM,1111309,13,1,11,9,8,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Galerita janus,CAGALJAN,1025526,55,1,2,26,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Harpalus sp.,CAHAR,1025530,55,1,2,30,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Hemiptera,INHE,1750000,0,1,75,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Heteroderes sp.,ELAHET,1020507,5,1,2,7,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Histeridae,INCOHIS,1023000,30,1,2,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Hymenoptera,INHY,1110000,0,1,11,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Lasius sp.,FOLAS,1111310,13,1,11,10,6,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Lepismatidae,INZYLEP,1420200,2,1,42,0,9,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Linyphiidae,ARARALIN,5012200,22,5,1,0,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Lycosidae,ARARALYC,5012400,24,5,1,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Neivamyrmex sp.,FONEI,1111311,13,1,11,11,18,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Omorgus sp.,COTROOMO,1029604,96,1,2,4,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Phrurotimpus sp.,ARPHRPHR,5019001,90,5,1,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,6,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Porcellio laevis,PORLAE,6020101,1,6,2,1,54,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,5,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Pterostichus sp.,CAPTE,1025520,55,1,2,20,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Scarabaeidae,INCOSCA,1020400,4,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Solenopsis sp.,FOSOL,1111305,13,1,11,5,6,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Staphylinidae,INCOSTA,1021700,17,1,2,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Zelotes lasalanus,GNZELLAS,5011609,16,5,1,9,5,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2018,.,MISSING,.,.,.,.,.,0,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Aeolus sp.,ELAAEO,1020506,5,1,2,6,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,372,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Calathus opaculus,CACALOPA,1025503,55,1,2,3,6,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Carabidae,INCOCAR,1025500,55,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Castianeira sp.,CORCAS,5019601,96,5,1,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Curculionidae,INCOCUR,1023100,31,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Diptera,INDI,1060000,0,1,6,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Formica sp.,FOFOM,1111309,13,1,11,9,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Gryllus sp.,ORGRYGRY,1193702,37,1,19,2,5,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Harpalus sp.,CAHAR,1025530,55,1,2,30,9,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Lasius sp.,FOLAS,1111310,13,1,11,10,65,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Lepismatidae,INZYLEP,1420200,2,1,42,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Porcellio laevis,PORLAE,6020101,1,6,2,1,62,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Salticidae,ARARASAL,5011000,10,5,1,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Staphylinidae,INCOSTA,1021700,17,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Urozelotes rusticus,GNURORUS,5011619,16,5,1,19,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,.,MISSING,.,.,.,.,.,0,Valencia Cleared,34.6486505386211,-106.739180486447
15,2019,.,NOCAP,0,0,0,0,0,0,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Aeolus sp.,ELAAEO,1020506,5,1,2,6,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,596,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,10,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Calathus opaculus,CACALOPA,1025503,55,1,2,3,7,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Camponotus sp.,FOCAM,1111344,13,1,11,44,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Carabidae,INCOCAR,1025500,55,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Collembola,INCL,1040000,0,1,4,0,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Cryptophagidae,INCOCRY,1020800,8,1,2,0,8,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Curculionidae,INCOCUR,1023100,31,1,2,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Cydnidae,INHECYD,1750500,5,1,75,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Dysdera crocata,ARDYSCRO,5011402,14,5,1,2,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Eleodes carbonarius,TEELECAR,1024639,46,1,2,65,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Eleodes longicollis,TEELELON,1024642,46,1,2,42,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Formica sp.,FOFOM,1111309,13,1,11,9,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Harpalus sp.,CAHAR,1025530,55,1,2,30,12,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Lasius sp.,FOLAS,1111310,13,1,11,10,5,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Lepismatidae,INZYLEP,1420200,2,1,42,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Lycosidae,ARARALYC,5012400,24,5,1,0,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,3,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Ponera sp.,INHYFOPO,1111355,13,1,11,55,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Porcellio laevis,PORLAE,6020101,1,6,2,1,36,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Pterostichus sp.,CAPTE,1025520,55,1,2,20,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Staphylinidae,INCOSTA,1021700,17,1,2,0,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Thomisidae,ARARATHO,5014500,45,5,1,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Varacosa sp.,ARLYCVAR,5012425,24,5,1,25,2,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2020,.,NOCAP,0,0,0,0,0,0,Valencia Cleared,34.6486505386211,-106.739180486447
15,2021,Acari,ARACA,5020000,0,5,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2021,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,177,Valencia Cleared,34.6486505386211,-106.739180486447
15,2021,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,10,Valencia Cleared,34.6486505386211,-106.739180486447
15,2021,Blapstinus sulcatus,TEBLASUL,1024663,46,1,2,63,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2021,Calathus opaculus,CACALOPA,1025503,55,1,2,3,4,Valencia Cleared,34.6486505386211,-106.739180486447
15,2021,Camponotus sp.,FOCAM,1111344,13,1,11,44,1,Valencia Cleared,34.6486505386211,-106.739180486447
15,2021,Chrysomelidae,INCOCHR,1020900,9,1,2,0,1,Valencia Cleared,34.6486505386211,-106.739180486447
