Site name,Year,Month,Mean percent defoliation,Mean percent refoliation,Mean percent brown defoliation,Mean percent yellow defoliation,Mean percent dead canopy,Mean percent flowering,ym_date,Monthly sum TLB adults,Monthly sum TLB early larvae,Monthly sum TLB late larvae,Monthly sum TLB TLB egg masses,Monthly sum Weevil adults,Monthly sum Weevil larvae,Monthly sum Weevil casings,Monthly sum Leafhoppers,Monthly sum Spiders,Monthly sum Lady Bugs,Monthly sum Ants,Site number,Latitude,Longitude
Lemitar,2024,7,0,0,0,0,0,0,2024-07-17,0,0,0,0,0,0,0,0,0,0,0,7,34.16703188,-106.8899486
Los Lunas,2014,5,NA,NA,NA,NA,NA,NA,2014-05-22,0,0,0,0,0,0,0,0,0,0,1,3,34.81236936,-106.714458
Los Lunas,2014,6,1,NA,NA,NA,NA,NA,2014-06-23,0,0,0,0,5,0,0,35,1,0,5,3,34.81236936,-106.714458
Los Lunas,2014,7,5,NA,NA,NA,NA,NA,2014-07-18,9,0,0,0,0,0,0,15,5,0,8,3,34.81236936,-106.714458
Los Lunas,2014,8,4.2,NA,NA,NA,NA,NA,2014-08-14,1,0,1,0,1,0,0,30,1,0,7,3,34.81236936,-106.714458
Los Lunas,2015,5,1.4,NA,NA,NA,NA,NA,2015-05-19,0,1,0,0,0,0,0,0,3,0,0,3,34.81236936,-106.714458
Los Lunas,2015,6,0,NA,NA,NA,NA,NA,2015-06-22,0,1,0,0,0,1,1,18,0,0,7,3,34.81236936,-106.714458
Los Lunas,2015,7,0,NA,NA,NA,NA,NA,2015-07-15,1,0,0,0,0,0,0,14,7,0,13,3,34.81236936,-106.714458
Los Lunas,2015,8,14,NA,NA,NA,NA,NA,2015-08-17,0,1,0,0,0,0,0,9,3,0,3,3,34.81236936,-106.714458
Los Lunas,2016,5,1,0,NA,NA,NA,NA,2016-05-19,0,0,0,0,0,1,0,4,0,0,3,3,34.81236936,-106.714458
Los Lunas,2016,6,5,0,NA,NA,NA,NA,2016-06-21,0,0,0,0,0,0,1,23,0,0,1,3,34.81236936,-106.714458
Los Lunas,2016,7,6,0,NA,NA,NA,NA,2016-07-19,0,0,0,0,0,0,0,5,5,0,0,3,34.81236936,-106.714458
Los Lunas,2016,8,7,0,NA,NA,NA,NA,2016-08-15,0,0,0,0,2,0,0,7,3,0,0,3,34.81236936,-106.714458
Los Lunas,2017,5,0,0,0,0,11.25,NA,2017-05-14,0,0,0,0,0,6,0,4,0,0,1,3,34.81236936,-106.714458
Los Lunas,2017,6,18,0,10,8,NA,NA,2017-06-19,0,0,0,0,2,12,0,6,2,0,0,3,34.81236936,-106.714458
Los Lunas,2017,7,26,0,16,10,NA,NA,2017-07-17,0,2,0,0,3,1,4,10,1,0,1,3,34.81236936,-106.714458
Los Lunas,2017,8,28,0,20,8,NA,NA,2017-08-17,0,0,0,0,15,0,4,13,6,0,0,3,34.81236936,-106.714458
Los Lunas,2018,5,6,6,6,0,24,NA,2018-05-17,0,0,0,0,2,3,2,13,1,0,0,3,34.81236936,-106.714458
Los Lunas,2018,6,0,36,0,0,24,NA,2018-06-20,0,0,0,0,2,0,1,10,4,0,0,3,34.81236936,-106.714458
Los Lunas,2018,7,8,0,8,0,34,NA,2018-07-19,0,0,0,0,1,0,2,26,7,0,0,3,34.81236936,-106.714458
Los Lunas,2018,8,14,44,14,0,36,NA,2018-08-25,0,0,0,0,2,0,0,3,1,0,1,3,34.81236936,-106.714458
Los Lunas,2019,5,0,0,0,0,6,NA,2019-05-30,0,0,0,0,0,0,1,1,0,0,0,3,34.81236936,-106.714458
Los Lunas,2019,6,NA,NA,NA,NA,NA,NA,2019-06-20,0,0,0,0,0,0,0,0,0,0,0,3,34.81236936,-106.714458
Los Lunas,2019,7,2.8,0,2,0.8,18,NA,2019-07-15,0,1,0,1,12,9,36,47,22,0,3,3,34.81236936,-106.714458
Los Lunas,2019,8,27.6,0,22,5.6,26,NA,2019-08-19,0,1,0,0,6,0,14,185,10,0,0,3,34.81236936,-106.714458
Los Lunas,2020,5,3.6,2,3.2,0.4,28,NA,2020-05-18,0,0,0,0,10,8,4,15,2,0,1,3,34.81236936,-106.714458
Los Lunas,2020,6,3.6,0.4,2,1.6,28,NA,2020-06-15,0,0,0,0,9,0,8,10,3,0,3,3,34.81236936,-106.714458
Los Lunas,2020,7,14,14,8.8,5.2,28,NA,2020-07-20,0,0,0,1,1,2,17,27,8,0,2,3,34.81236936,-106.714458
Los Lunas,2020,8,26.4,0,24.4,2,30,NA,2020-08-29,0,1,0,0,5,0,26,24,4,0,4,3,34.81236936,-106.714458
Los Lunas,2021,5,0,0,0,0,26,0.8,2021-05-18,0,0,0,0,2,3,2,1,3,0,2,3,34.81236936,-106.714458
Los Lunas,2021,6,1.2,0,0,1.2,18.4,2.8,2021-06-14,0,0,0,0,2,1,0,9,7,0,2,3,34.81236936,-106.714458
Los Lunas,2021,7,10.4,0.4,5.2,5.2,44,6.4,2021-07-21,0,0,0,0,1,0,1,6,7,0,2,3,34.81236936,-106.714458
Los Lunas,2021,8,16,0,7.2,8.8,36,1.2,2021-08-17,0,0,0,0,0,0,0,7,3,1,11,3,34.81236936,-106.714458
Mesilla,2014,6,0,NA,NA,NA,NA,NA,2014-06-26,0,0,0,0,0,0,0,6,3,0,2,26,32.248328,-106.821014
Mesilla,2014,7,0,NA,NA,NA,NA,NA,2014-07-22,0,0,0,0,0,0,0,64,3,0,2,26,32.248328,-106.821014
Mesilla,2014,8,0,NA,NA,NA,NA,NA,2014-08-29,0,0,0,0,0,0,0,53,1,0,6,26,32.248328,-106.821014
Mesilla,2015,5,0,NA,NA,NA,NA,NA,2015-05-24,0,0,0,0,1,0,0,164,0,0,0,26,32.248328,-106.821014
Mesilla,2015,6,5,NA,NA,NA,NA,NA,2015-06-14,0,0,0,0,0,0,0,105,2,0,2,26,32.248328,-106.821014
Mesilla,2015,7,13.2,NA,NA,NA,NA,NA,2015-07-24,0,0,0,0,0,0,0,270,5,0,11,26,32.248328,-106.821014
Mesilla,2015,8,30,NA,NA,NA,NA,NA,2015-08-29,0,0,0,0,0,0,0,10,10,0,1,26,32.248328,-106.821014
Mesilla,2016,5,0,0,NA,NA,NA,NA,2016-05-19,0,0,0,0,0,0,1,11,0,0,1,26,32.248328,-106.821014
Mesilla,2016,6,26,0,NA,NA,NA,NA,2016-06-24,0,0,0,0,0,1,0,6,2,0,3,26,32.248328,-106.821014
Mesilla,2016,7,5,0,NA,NA,NA,NA,2016-07-21,0,0,0,0,0,0,0,87,1,0,2,26,32.248328,-106.821014
Mesilla,2016,8,5,0,NA,NA,NA,NA,2016-08-18,0,0,0,0,1,0,3,61,1,0,3,26,32.248328,-106.821014
Mesilla,2017,5,20,90,10,10,10,NA,2017-05-18,0,0,0,0,0,0,0,4,0,0,1,26,32.248328,-106.821014
Mesilla,2017,6,20,100,10,10,NA,NA,2017-06-22,0,0,0,0,1,0,7,16,3,0,2,26,32.248328,-106.821014
Mesilla,2017,7,24,0,14,10,NA,NA,2017-07-21,3,140,170,0,0,0,0,23,2,0,3,26,32.248328,-106.821014
Mesilla,2017,8,100,0,100,0,NA,NA,2017-08-18,6,2,0,1,1,0,0,0,4,0,0,26,32.248328,-106.821014
Mesilla,2018,5,6,24,6,0,32,NA,2018-05-20,0,0,0,0,1,5,1,10,1,0,0,26,32.248328,-106.821014
Minnow,2014,5,NA,NA,NA,NA,NA,NA,2014-05-27,0,0,0,0,0,0,0,1,2,0,0,12,35.19315094,-106.646915
Minnow,2016,5,5,0,NA,NA,NA,NA,2016-05-23,2,0,0,0,0,1,0,15,2,0,0,12,35.19315094,-106.646915
Minnow,2016,6,5,0,NA,NA,NA,NA,2016-06-22,0,0,1,0,0,0,0,15,1,0,1,12,35.19315094,-106.646915
Minnow,2016,7,5,0,NA,NA,NA,NA,2016-07-22,0,0,0,0,0,0,1,20,2,0,7,12,35.19315094,-106.646915
Minnow,2016,8,11,0,NA,NA,NA,NA,2016-08-17,0,0,0,0,0,0,0,19,0,0,5,12,35.19315094,-106.646915
Minnow,2017,5,0,0,0,0,6,NA,2017-05-15,0,0,0,0,0,0,0,1,1,0,0,12,35.19315094,-106.646915
Minnow,2017,6,16,0,8,8,NA,NA,2017-06-20,0,0,0,0,0,0,0,4,0,0,3,12,35.19315094,-106.646915
Minnow,2017,7,18,0,8,10,NA,NA,2017-07-18,0,0,0,0,0,0,0,10,0,0,6,12,35.19315094,-106.646915
Minnow,2017,8,38,0,12,26,NA,NA,2017-08-16,0,2,0,0,0,0,0,25,2,0,17,12,35.19315094,-106.646915
Montano,2014,5,NA,NA,NA,NA,NA,NA,2014-05-22,21,0,0,2,0,3,1,1,2,0,7,17,35.14528819,-106.6803699
Montano,2014,6,76.2,NA,NA,NA,NA,NA,2014-06-18,0,9,20,3,0,0,0,0,0,0,0,17,35.14528819,-106.6803699
Montano,2014,7,1,NA,NA,NA,NA,NA,2014-07-17,8,7,0,0,6,0,2,0,1,0,0,17,35.14528819,-106.6803699
Montano,2014,8,NA,5,NA,NA,NA,NA,2014-08-13,1,1,0,2,1,0,2,1,1,0,0,17,35.14528819,-106.6803699
Montano,2015,5,5,NA,NA,NA,NA,NA,2015-05-20,1,0,0,0,0,0,0,0,1,0,0,17,35.14528819,-106.6803699
Montano,2015,6,0,NA,NA,NA,NA,NA,2015-06-16,0,3,0,0,0,1,0,12,0,0,14,17,35.14528819,-106.6803699
Montano,2015,7,20,NA,NA,NA,NA,NA,2015-07-23,3,4,2,5,1,2,0,13,4,0,4,17,35.14528819,-106.6803699
Montano,2015,8,86,NA,NA,NA,NA,NA,2015-08-19,3,4,33,5,5,0,3,87,4,0,7,17,35.14528819,-106.6803699
Montano,2016,5,0,0,NA,NA,NA,NA,2016-05-16,4,0,0,0,0,4,0,1,1,0,0,17,35.14528819,-106.6803699
Montano,2016,6,6,0,NA,NA,NA,NA,2016-06-20,0,3,16,0,0,0,0,18,0,0,1,17,35.14528819,-106.6803699
Montano,2016,7,19,0,NA,NA,NA,NA,2016-07-18,22,13,4,1,0,0,0,15,2,0,4,17,35.14528819,-106.6803699
Montano,2016,8,68.75,1.25,NA,NA,NA,NA,2016-08-17,6,0,1,2,3,0,1,20,0,0,5,17,35.14528819,-106.6803699
Montano,2017,5,8,0,4,4,20,NA,2017-05-19,0,2,0,0,0,3,1,1,0,0,1,17,35.14528819,-106.6803699
Montano,2017,6,20,0,10,10,NA,NA,2017-06-22,0,0,1,0,1,0,1,3,0,0,2,17,35.14528819,-106.6803699
Montano,2017,7,20,0,10,10,NA,NA,2017-07-22,2,9,22,1,1,0,1,19,1,0,0,17,35.14528819,-106.6803699
Montano,2017,8,40,0,30,10,NA,NA,2017-08-18,32,0,1,1,3,0,0,16,1,0,2,17,35.14528819,-106.6803699
Reynolds Cleared,2016,5,3,0,NA,NA,NA,NA,2016-05-17,1,3,0,0,2,41,6,22,5,0,4,18,34.65966431,-106.7421328
Reynolds Cleared,2016,6,5,0,NA,NA,NA,NA,2016-06-21,0,4,12,0,18,25,11,57,2,0,1,18,34.65966431,-106.7421328
Reynolds Cleared,2016,7,12,0,NA,NA,NA,NA,2016-07-19,23,24,2,2,10,0,17,45,6,0,5,18,34.65966431,-106.7421328
Reynolds Cleared,2016,8,57,0,NA,NA,NA,NA,2016-08-15,9,1,0,4,19,0,23,258,8,0,10,18,34.65966431,-106.7421328
Reynolds Cleared,2017,5,0,0,0,0,0,NA,2017-05-16,2,0,0,6,2,15,3,7,3,0,2,18,34.65966431,-106.7421328
Reynolds Cleared,2017,6,18,0,10,8,NA,NA,2017-06-21,0,0,10,1,6,3,16,26,3,0,1,18,34.65966431,-106.7421328
Reynolds Cleared,2017,7,18,0,12,6,NA,NA,2017-07-19,16,4,2,6,21,1,39,34,4,0,5,18,34.65966431,-106.7421328
Reynolds Cleared,2017,8,20,0,16,4,NA,NA,2017-08-17,6,1,0,0,7,0,10,55,3,0,20,18,34.65966431,-106.7421328
Reynolds Forest,2016,5,5,0,NA,NA,NA,NA,2016-05-17,3,0,0,0,2,12,0,2,3,0,2,19,34.66054583,-106.7429525
Reynolds Forest,2016,6,6,0,NA,NA,NA,NA,2016-06-21,0,4,12,1,4,9,2,51,0,0,0,19,34.66054583,-106.7429525
Reynolds Forest,2016,7,43,11,NA,NA,NA,NA,2016-07-19,12,0,0,1,10,1,5,23,5,0,2,19,34.66054583,-106.7429525
Reynolds Forest,2016,8,45,1,NA,NA,NA,NA,2016-08-15,13,0,0,0,7,0,6,118,1,0,4,19,34.66054583,-106.7429525
Reynolds Forest,2017,5,0,0,0,0,22,NA,2017-05-16,1,0,0,1,1,15,0,1,2,0,0,19,34.66054583,-106.7429525
Reynolds Forest,2017,6,18,0,10,8,NA,NA,2017-06-21,0,1,7,0,10,16,3,4,2,0,0,19,34.66054583,-106.7429525
Reynolds Forest,2017,7,28,0,22,6,NA,NA,2017-07-19,33,4,10,4,11,1,4,45,0,0,3,19,34.66054583,-106.7429525
Reynolds Forest,2017,8,58,0,54,4,NA,NA,2017-08-17,79,13,68,0,9,1,19,17,2,0,1,19,34.66054583,-106.7429525
Reynolds Forest,2018,5,0,6,0,0,36,NA,2018-05-17,1,1,0,1,21,58,3,8,1,0,1,19,34.66054583,-106.7429525
Reynolds Forest,2018,6,17,0,17,0,37,NA,2018-06-19,0,4,17,0,8,0,6,6,0,0,0,19,34.66054583,-106.7429525
Reynolds Forest,2018,7,58,0,50,8,50,NA,2018-07-19,4,20,4,1,5,2,7,45,2,0,12,19,34.66054583,-106.7429525
Reynolds Forest,2018,8,70,6,70,0,56,NA,2018-08-25,17,11,1,2,2,0,5,6,0,0,1,19,34.66054583,-106.7429525
Reynolds Forest,2019,5,0,0,0,0,42,NA,2019-05-30,0,0,0,0,0,0,0,0,0,0,0,19,34.66054583,-106.7429525
Reynolds Forest,2019,6,4.4,0,2,2.4,37,NA,2019-06-20,0,0,7,0,2,6,6,33,0,0,3,19,34.66054583,-106.7429525
Reynolds Forest,2019,7,4,0,3.2,0.8,44,NA,2019-07-15,2,0,0,0,1,0,0,28,5,0,2,19,34.66054583,-106.7429525
Reynolds Forest,2019,8,45.2,0,38,7.2,37,NA,2019-08-19,0,0,2,0,0,0,0,141,8,0,0,19,34.66054583,-106.7429525
Reynolds Forest,2020,5,3.6,0,2.8,0.8,16,NA,2020-05-18,3,0,0,1,19,12,9,5,2,0,6,19,34.66054583,-106.7429525
Reynolds Forest,2020,6,6.8,0,5.6,1.2,20,NA,2020-06-15,0,12,38,0,8,1,10,9,1,0,8,19,34.66054583,-106.7429525
Reynolds Forest,2020,7,20.4,0.4,18.8,1.6,16.4,NA,2020-07-20,0,9,14,1,10,1,3,70,2,0,1,19,34.66054583,-106.7429525
Reynolds Forest,2020,8,34,0.8,32.4,1.6,24,NA,2020-08-18,3,0,0,0,2,0,2,6,0,0,2,19,34.66054583,-106.7429525
Reynolds Forest,2021,5,0,0,0,0,16,1.6,2021-05-18,0,0,0,0,0,0,0,0,3,0,4,19,34.66054583,-106.7429525
Reynolds Forest,2021,6,0.8,0,0,0.8,18.4,10.4,2021-06-14,0,0,4,0,1,0,1,6,5,3,4,19,34.66054583,-106.7429525
Reynolds Forest,2021,7,5.2,0,3.6,1.6,24,2.4,2021-07-21,7,21,0,4,1,0,0,5,5,0,4,19,34.66054583,-106.7429525
Reynolds Forest,2021,8,38,0,36.8,1.2,22,2.4,2021-08-17,11,25,24,0,0,4,7,11,5,0,4,19,34.66054583,-106.7429525
Reynolds Forest,2022,5,0,0,0,0,98,0,2022-05-25,0,0,0,0,0,0,0,3,0,0,0,19,34.66054583,-106.7429525
Reynolds Forest,2022,6,0,0,0,0,0,0,2022-06-23,0,0,0,0,0,4,1,95,0,1,23,19,34.66054583,-106.7429525
Reynolds Forest,2022,7,52.4,0,40,12.4,0,2.4,2022-07-22,4,0,0,0,0,0,0,3100,0,12,3,19,34.66054583,-106.7429525
Reynolds Forest,2022,8,70.4,0,22.4,48,0,2.4,2022-08-19,0,2,0,0,0,0,0,1250,4,6,1,19,34.66054583,-106.7429525
Reynolds Forest,2023,5,4.4,0,1.2,3.2,1.6,0.4,2023-05-25,0,0,0,0,3,23,1,30,0,1,0,19,34.66054583,-106.7429525
Reynolds Forest,2023,6,5.6,0,3.6,2,0,5.6,2023-06-22,0,1,0,0,7,17,2,102,3,0,1,19,34.66054583,-106.7429525
Reynolds Forest,2023,7,4.4,0,3.6,0.8,0.4,3.6,2023-07-18,4,1,0,0,0,0,0,39,12,0,0,19,34.66054583,-106.7429525
Reynolds Forest,2023,8,30.4,0,22,8.4,0,4.8,2023-08-17,0,0,0,0,2,0,7,121,3,0,1,19,34.66054583,-106.7429525
Reynolds Forest,2024,5,2,0,0.4,1.6,0.4,6.8,2024-05-23,0,0,0,0,5,10,0,57,4,0,9,19,34.66054583,-106.7429525
Reynolds Forest,2024,6,3.6,2.4,1.6,2,0,42.4,2024-06-20,4,1,1,0,1,4,0,100,1,0,3,19,34.66054583,-106.7429525
Reynolds Forest,2024,7,16.8,8.4,8.4,8.4,0,6.8,2024-07-18,5,4,5,0,1,2,1,13,9,0,2,19,34.66054583,-106.7429525
Reynolds Forest,2024,8,12.4,2.8,5.2,7.2,0,16.8,2024-08-22,20,4,1,0,1,0,8,2,5,0,20,19,34.66054583,-106.7429525
Reynolds Forest,2025,5,2.8,0,1.6,1.2,3.6,10.8,2025-05-22,1,0,0,0,0,5,0,0,2,0,4,19,34.66054583,-106.7429525
Reynolds Forest,2025,6,2.4,0,1.2,1.2,0.8,50,2025-06-16,0,0,0,0,0,0,0,2,3,1,7,19,34.66054583,-106.7429525
Reynolds Forest,2025,7,3.2,0,1.2,2,1.6,30,2025-07-16,2,0,0,0,0,0,0,0,1,0,22,19,34.66054583,-106.7429525
Reynolds Forest,2025,8,38.4,0,16.4,22,6.8,36.4,2025-08-20,33,12,6,0,0,0,0,26,4,0,9,19,34.66054583,-106.7429525
Rio Abajo,2020,5,19.6,0,19.2,0.4,25,NA,2020-05-18,0,0,0,1,0,3,2,0,0,0,1,NA,34.617528,-106.746361
Rio Abajo,2020,6,29.6,0.4,28.8,0.8,30,NA,2020-06-15,0,6,33,1,0,0,0,1,1,0,1,NA,34.617528,-106.746361
Rio Abajo,2020,7,54.4,0,54,0.4,50,NA,2020-07-20,4,0,9,0,0,2,0,1,3,0,13,NA,34.617528,-106.746361
Rio Abajo,2020,8,38.8,4.8,32,6.8,44,NA,2020-08-18,12,0,0,1,0,0,0,0,0,0,3,NA,34.617528,-106.746361
Rio Abajo,2021,8,56,7.2,56,0,54,0,2021-08-25,87,0,0,0,0,0,0,11,0,0,4,NA,34.617528,-106.746361
Rio Abajo,2021,9,33.2,32,32,1.2,40,0,2021-09-21,1,0,0,0,0,0,0,5,4,0,3,NA,34.617528,-106.746361
Rio Abajo,2022,5,2,0,2,0,28,0,2022-05-17,6,0,0,0,0,2,0,0,2,0,5,NA,34.617528,-106.746361
Rio Abajo,2022,6,12,0,3.6,8.4,28,4,2022-06-20,0,0,8,1,0,1,0,85,2,0,4,NA,34.617528,-106.746361
Rio Abajo,2022,7,24.8,0,6.8,18,32,6.4,2022-07-19,26,1,2,0,0,7,0,70,2,0,7,NA,34.617528,-106.746361
Rio Abajo,2022,8,54,2,36,18,32,2.8,2022-08-17,4,17,10,0,0,4,0,291,0,0,3,NA,34.617528,-106.746361
Rio Abajo,2022,9,45.2,3.6,22,32,36,0,2022-09-19,0,0,0,0,0,0,0,51,1,0,16,NA,34.617528,-106.746361
Rio Abajo,2023,5,3.2,0,2,1.2,8.8,4.4,2023-05-25,0,0,0,0,0,8,3,0,3,0,5,NA,34.617528,-106.746361
Rio Abajo,2023,6,2.4,0.4,0.8,1.6,10,42,2023-06-22,0,5,2,0,2,0,0,11,4,0,22,NA,34.617528,-106.746361
Rio Abajo,2023,7,5.2,0.4,3.2,2,3.6,26,2023-07-20,0,0,0,0,1,2,0,0,12,0,29,NA,34.617528,-106.746361
Rio Abajo,2023,8,7.2,0,1.6,5.6,12.4,8.4,2023-08-17,0,1,4,0,1,0,0,8,5,0,12,NA,34.617528,-106.746361
Rio Abajo,2023,9,14.4,0.4,5.2,9.2,12.4,6.4,2023-09-19,0,0,0,0,1,0,0,10,4,0,9,NA,34.617528,-106.746361
Rio Abajo,2024,5,12.4,0,2.4,10,10.4,20,2024-05-23,0,0,0,0,0,7,4,9,8,0,42,NA,34.617528,-106.746361
Rio Abajo,2024,6,40.4,0.8,28,12.4,14.4,18,2024-06-20,4,0,2,0,2,0,0,101,3,1,3,NA,34.617528,-106.746361
Rio Abajo,2024,7,33.6,14,30,3.6,14.4,10,2024-07-18,10,173,9,0,6,4,1,5,3,0,18,NA,34.617528,-106.746361
Rio Abajo,2024,8,45.2,30,42,3.2,14.4,2,2024-08-22,105,0,2,0,0,0,0,14,11,0,13,NA,34.617528,-106.746361
Rio Abajo,2024,9,20.4,32,18.8,1.6,6.8,0,2024-09-20,12,0,0,0,0,0,0,1,9,0,24,NA,34.617528,-106.746361
Rio Abajo,2025,5,8,2,7.2,0.8,14,0.8,2025-05-22,1,0,0,0,0,2,0,0,1,0,8,NA,34.617528,-106.746361
Rio Abajo,2025,6,2.8,0,1.6,1.2,10.8,60,2025-06-16,4,0,1,0,0,0,0,0,12,0,3,NA,34.617528,-106.746361
Rio Abajo,2025,7,3.6,0,3.6,0,30,28.4,2025-07-18,89,1,4,0,0,0,0,0,3,0,9,NA,34.617528,-106.746361
Rio Abajo,2025,8,67.2,5.2,66,1.2,14,4,2025-08-21,38,0,1,0,0,0,0,22,0,0,16,NA,34.617528,-106.746361
Rio Abajo,2025,9,55.2,22,50,5.2,10,0,2025-09-16,1,0,0,0,0,2,0,11,2,1,8,NA,34.617528,-106.746361
Rio Grande Nature Center,2014,6,0.2,NA,NA,NA,NA,NA,2014-06-18,1,53,26,0,0,0,0,0,0,0,1,2,35.127,-106.6854
Rio Grande Nature Center,2014,7,1,NA,NA,NA,NA,NA,2014-07-17,33,17,2,0,2,0,0,1,0,0,2,2,35.127,-106.6854
Rio Grande Nature Center,2014,8,NA,17,NA,NA,NA,NA,2014-08-13,7,1,0,3,0,1,0,0,0,0,6,2,35.127,-106.6854
Rio Grande Nature Center,2015,5,4,NA,NA,NA,NA,NA,2015-05-20,2,0,0,1,0,0,1,11,0,0,2,2,35.127,-106.6854
Rio Grande Nature Center,2015,6,7,NA,NA,NA,NA,NA,2015-06-19,1,6,32,0,0,0,0,12,4,0,15,2,35.127,-106.6854
Rio Grande Nature Center,2015,7,29,NA,NA,NA,NA,NA,2015-07-23,17,52,0,0,0,0,0,20,4,0,30,2,35.127,-106.6854
Rio Grande Nature Center,2015,8,86,NA,NA,NA,NA,NA,2015-08-19,41,1,0,4,0,0,0,6,1,0,4,2,35.127,-106.6854
Rio Grande Nature Center,2016,5,3,0,NA,NA,NA,NA,2016-05-18,3,0,0,0,1,0,0,7,2,0,0,2,35.127,-106.6854
Rio Grande Nature Center,2016,6,NA,NA,NA,NA,NA,NA,2016-06-20,0,6,25,0,0,0,0,9,2,0,9,2,35.127,-106.6854
Rio Grande Nature Center,2016,7,16,1,NA,NA,NA,NA,2016-07-18,11,16,3,8,0,0,0,10,2,0,22,2,35.127,-106.6854
Rio Grande Nature Center,2016,8,55,5,NA,NA,NA,NA,2016-08-17,25,0,0,0,0,2,1,8,12,0,41,2,35.127,-106.6854
Rio Grande Nature Center,2017,5,20,0,10,10,18,NA,2017-05-18,2,0,0,1,0,0,0,2,1,0,0,2,35.127,-106.6854
Rio Grande Nature Center,2017,6,22,0,10,12,NA,NA,2017-06-27,0,0,1,0,0,0,5,2,1,0,5,2,35.127,-106.6854
Rio Grande Nature Center,2017,7,22,0,10,12,NA,NA,2017-07-20,2,1,6,1,0,1,0,5,1,0,10,2,35.127,-106.6854
Rio Grande Nature Center,2017,8,28,0,18,10,NA,NA,2017-08-18,29,0,1,1,0,0,1,15,1,0,22,2,35.127,-106.6854
Route 66,2014,5,NA,NA,NA,NA,NA,NA,2014-05-21,7,0,0,1,0,2,1,0,1,0,4,20,35.1006408,-106.6914783
Route 66,2014,6,NA,NA,NA,NA,NA,NA,2014-06-18,1,81,163,0,1,1,0,5,1,0,2,20,35.1006408,-106.6914783
Route 66,2014,7,1,NA,NA,NA,NA,NA,2014-07-17,32,22,5,6,6,0,0,5,1,0,0,20,35.1006408,-106.6914783
Route 66,2014,8,NA,9,NA,NA,NA,NA,2014-08-13,1,7,0,2,1,2,2,1,2,0,4,20,35.1006408,-106.6914783
Route 66,2015,5,9,NA,NA,NA,NA,NA,2015-05-20,0,0,0,0,0,0,0,5,1,0,0,20,35.1006408,-106.6914783
Route 66,2015,6,2,NA,NA,NA,NA,NA,2015-06-19,0,9,14,0,0,4,0,24,4,0,12,20,35.1006408,-106.6914783
Route 66,2015,7,19,NA,NA,NA,NA,NA,2015-07-23,12,6,0,2,1,1,2,3,2,0,6,20,35.1006408,-106.6914783
Route 66,2015,8,45,NA,NA,NA,NA,NA,2015-08-19,4,1,5,9,0,0,1,105,2,0,14,20,35.1006408,-106.6914783
Route 66,2016,5,5,0,NA,NA,NA,NA,2016-05-18,9,0,0,0,1,0,0,4,1,0,1,20,35.1006408,-106.6914783
Route 66,2016,6,54,0,NA,NA,NA,NA,2016-06-20,0,23,180,5,0,0,0,15,0,0,1,20,35.1006408,-106.6914783
Route 66,2016,7,77,6,NA,NA,NA,NA,2016-07-18,7,3,0,5,1,0,2,11,3,0,3,20,35.1006408,-106.6914783
Route 66,2016,8,52,2,NA,NA,NA,NA,2016-08-17,2,0,0,3,2,0,0,32,0,0,0,20,35.1006408,-106.6914783
Route 66,2017,5,10,0,2,8,10,NA,2017-05-18,0,0,0,0,2,1,0,6,1,0,1,20,35.1006408,-106.6914783
Route 66,2017,6,20,0,10,10,NA,NA,2017-06-22,0,0,0,0,0,4,0,6,1,0,1,20,35.1006408,-106.6914783
Route 66,2017,7,20,2,10,10,NA,NA,2017-07-20,2,0,0,0,0,0,0,17,1,0,5,20,35.1006408,-106.6914783
Route 66,2017,8,22,0,10,12,NA,NA,2017-08-18,0,0,0,0,1,0,0,28,0,0,5,20,35.1006408,-106.6914783
Route 66,2018,5,0,8,0,0,16,NA,2018-05-16,0,0,0,0,2,4,1,8,1,0,1,20,35.1006408,-106.6914783
Route 66,2018,6,2,42,0,2,8,NA,2018-06-19,0,0,0,0,0,1,3,6,4,0,2,20,35.1006408,-106.6914783
Route 66,2018,7,8,26,0,8,4,NA,2018-07-18,0,3,4,2,3,0,4,66,7,0,4,20,35.1006408,-106.6914783
Route 66,2018,8,10,36,4,6,10,NA,2018-08-21,0,1,0,0,2,0,1,18,1,0,7,20,35.1006408,-106.6914783
Route 66,2018,9,2,0,0,2,18,NA,2018-09-19,0,1,0,0,1,0,0,16,1,0,5,20,35.1006408,-106.6914783
Route 66,2019,5,0.8,22,0.4,0.4,13.2,NA,2019-05-20,0,0,0,0,1,20,4,15,0,0,6,20,35.1006408,-106.6914783
Route 66,2019,6,1.2,10,0.4,0.8,16.4,NA,2019-06-18,0,0,0,0,0,0,3,25,2,0,2,20,35.1006408,-106.6914783
Route 66,2019,7,4,0,2,2,5.2,NA,2019-07-17,0,0,0,0,0,0,1,21,6,0,3,20,35.1006408,-106.6914783
Route 66,2019,8,24.8,4.4,18,6.8,2,NA,2019-08-22,0,1,0,0,0,0,0,446,2,0,5,20,35.1006408,-106.6914783
Route 66,2019,9,38,10.4,22,16,5.6,NA,2019-09-17,0,0,0,0,0,0,2,94,3,0,21,20,35.1006408,-106.6914783
Route 66,2020,5,2,0,0.8,1.2,18.4,NA,2020-05-20,0,0,0,0,0,0,0,8,1,2,11,20,35.1006408,-106.6914783
