"Year","Month","Site number","Site name","Precipitation canopy mm","Precipitation open mm","Monthly mean precipitation mm","Latitude","Longitude","Reaches","Season"
2014,2,25,"Crawford",1.6,1.5,1.55,34.637561057629,-106.74347269011,"Isleta Reach","Winter"
2014,2,26,"Mesilla",0,0,0,32.248328,-106.821014,"South of San Marcial Reach","Winter"
2014,2,27,"Bosque Farm",1,1.4,1.2,34.8477697505695,-106.714997116643,"Isleta Reach","Winter"
2014,2,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Winter"
2014,3,1,"Alameda",4.2,6,5.1,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2014,3,2,"Rio Grande Nature Center",5.3,8,6.65,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2014,3,3,"Los Lunas",0,0,0,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2014,3,4,"Belen",10,9,9.5,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2014,3,5,"Santa Ana",3,4,3.5,35.34284,-106.5458,"Angostura Reach","Spring"
2014,3,6,"Savannah",5,8.5,6.75,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2014,3,7,"Lemitar",0,0.3,0.15,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2014,3,8,"Hispanic Cultural Center",7.5,7.5,7.5,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2014,3,9,"Ohkay Owingeh",4,5,4.5,36.0618,-106.0761,"Cochiti Reach","Spring"
2014,3,10,"Diversion",2,6,4,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2014,3,11,"Calabacillas",4.5,6,5.25,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2014,3,12,"Minnow",3,5.5,4.25,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2014,3,13,"Harrison",3,4,3.5,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2014,3,14,"Sevilleta",0,0.8,0.4,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2014,3,15,"Valencia Cleared",4.8,5,4.9,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2014,3,16,"Valencia Forest",9.4,9,9.2,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2014,3,17,"Montano",2.8,7,4.9,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2014,3,18,"Reynolds Cleared",3.5,8,5.75,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2014,3,19,"Reynolds Forest",6,8,7,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2014,3,20,"Route 66",6.5,9.5,8,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2014,3,21,"Badger",3,5,4,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2014,3,22,"Bobcat",2.5,5.2,3.85,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2014,3,23,"BioPark",5.8,9,7.4,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2014,3,24,"Santo Domingo",2.5,5.8,4.15,35.50989,-106.3896,"Cochiti Reach","Spring"
2014,3,25,"Crawford",10,8.5,9.25,34.637561057629,-106.74347269011,"Isleta Reach","Spring"
2014,3,26,"Mesilla",11,6,8.5,32.248328,-106.821014,"South of San Marcial Reach","Spring"
2014,3,27,"Bosque Farm",1.5,NA,1.5,34.8477697505695,-106.714997116643,"Isleta Reach","Spring"
2014,3,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Spring"
2014,3,29,"Albuquerque Overbank Project",NA,NA,NA,35.0452081969,-106.665732215,"Angostura Reach","Spring"
2014,4,1,"Alameda",0,0,0,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2014,4,2,"Rio Grande Nature Center",0,0,0,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2014,4,3,"Los Lunas",0,NA,0,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2014,4,4,"Belen",0,0,0,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2014,4,5,"Santa Ana",0,0,0,35.34284,-106.5458,"Angostura Reach","Spring"
2014,4,6,"Savannah",0,0,0,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2014,4,7,"Lemitar",0,0,0,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2014,4,8,"Hispanic Cultural Center",0,0.3,0.15,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2014,4,9,"Ohkay Owingeh",3.5,3.8,3.65,36.0618,-106.0761,"Cochiti Reach","Spring"
2014,4,10,"Diversion",0,0,0,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2014,4,11,"Calabacillas",0,0,0,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2014,4,12,"Minnow",0,0,0,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2014,4,13,"Harrison",0,0,0,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2014,4,14,"Sevilleta",0,0,0,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2014,4,15,"Valencia Cleared",0.5,1,0.75,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2014,4,16,"Valencia Forest",0.8,NA,0.8,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2014,4,17,"Montano",0,0,0,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2014,4,18,"Reynolds Cleared",0,NA,0,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2014,4,19,"Reynolds Forest",0,0.5,0.25,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2014,4,20,"Route 66",0,0,0,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2014,4,21,"Badger",0,0,0,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2014,4,22,"Bobcat",0,0,0,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2014,4,23,"BioPark",0,0,0,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2014,4,24,"Santo Domingo",0,0,0,35.50989,-106.3896,"Cochiti Reach","Spring"
2014,4,25,"Crawford",0.8,0,0.4,34.637561057629,-106.74347269011,"Isleta Reach","Spring"
2014,4,26,"Mesilla",0,0,0,32.248328,-106.821014,"South of San Marcial Reach","Spring"
2014,4,27,"Bosque Farm",0.2,0.7,0.45,34.8477697505695,-106.714997116643,"Isleta Reach","Spring"
2014,4,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Spring"
2014,4,29,"Albuquerque Overbank Project",NA,NA,NA,35.0452081969,-106.665732215,"Angostura Reach","Spring"
2014,5,1,"Alameda",0,0.3,0.15,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2014,5,2,"Rio Grande Nature Center",0,0,0,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2014,5,3,"Los Lunas",0.8,2,1.4,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2014,5,4,"Belen",5,2.8,3.9,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2014,5,5,"Santa Ana",0.3,0.5,0.4,35.34284,-106.5458,"Angostura Reach","Spring"
2014,5,6,"Savannah",0.9,2.5,1.7,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2014,5,7,"Lemitar",1.5,4,2.75,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2014,5,8,"Hispanic Cultural Center",0,0.8,0.4,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2014,5,9,"Ohkay Owingeh",1,1,1,36.0618,-106.0761,"Cochiti Reach","Spring"
2014,5,10,"Diversion",0,0.5,0.25,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2014,5,11,"Calabacillas",0,0.3,0.15,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2014,5,12,"Minnow",0,0,0,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2014,5,13,"Harrison",0,1,0.5,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2014,5,14,"Sevilleta",0,0,0,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2014,5,15,"Valencia Cleared",1.5,3.3,2.4,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2014,5,16,"Valencia Forest",3,3,3,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2014,5,17,"Montano",0.5,2,1.25,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2014,5,18,"Reynolds Cleared",1,2.5,1.75,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2014,5,19,"Reynolds Forest",1,2.5,1.75,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2014,5,20,"Route 66",0.7,2,1.35,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2014,5,21,"Badger",5,0,2.5,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2014,5,22,"Bobcat",0,0.3,0.15,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2014,5,23,"BioPark",0,0.8,0.4,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2014,5,24,"Santo Domingo",2,3.9,2.95,35.50989,-106.3896,"Cochiti Reach","Spring"
2014,5,25,"Crawford",2.5,3,2.75,34.637561057629,-106.74347269011,"Isleta Reach","Spring"
2014,5,26,"Mesilla",0,0,0,32.248328,-106.821014,"South of San Marcial Reach","Spring"
2014,5,27,"Bosque Farm",0,0.8,0.4,34.8477697505695,-106.714997116643,"Isleta Reach","Spring"
2014,5,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Spring"
2014,5,29,"Albuquerque Overbank Project",NA,NA,NA,35.0452081969,-106.665732215,"Angostura Reach","Spring"
2014,6,1,"Alameda",7.3,8.5,7.9,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2014,6,2,"Rio Grande Nature Center",7.5,NA,7.5,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2014,6,3,"Los Lunas",5.8,9.8,7.8,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2014,6,4,"Belen",2.6,NA,2.6,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2014,6,5,"Santa Ana",11,14.5,12.75,35.34284,-106.5458,"Angostura Reach","Spring"
2014,6,6,"Savannah",3,12,7.5,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2014,6,7,"Lemitar",2,4,3,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2014,6,8,"Hispanic Cultural Center",8,11.5,9.75,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2014,6,9,"Ohkay Owingeh",23,28,25.5,36.0618,-106.0761,"Cochiti Reach","Spring"
2014,6,10,"Diversion",3,7.5,5.25,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2014,6,11,"Calabacillas",5,8.5,6.75,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2014,6,12,"Minnow",5,9,7,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2014,6,13,"Harrison",1.3,5.5,3.4,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2014,6,14,"Sevilleta",0.8,NA,0.8,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2014,6,15,"Valencia Cleared",4,7,5.5,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2014,6,16,"Valencia Forest",6,7.5,6.75,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2014,6,17,"Montano",NA,NA,NA,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2014,6,18,"Reynolds Cleared",5.5,5.5,5.5,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2014,6,19,"Reynolds Forest",2.3,5.5,3.9,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2014,6,20,"Route 66",1.5,9.5,5.5,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2014,6,21,"Badger",3.5,7.6,5.55,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2014,6,22,"Bobcat",2.8,8,5.4,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2014,6,23,"BioPark",4.4,11.1,7.75,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2014,6,24,"Santo Domingo",3.5,13,8.25,35.50989,-106.3896,"Cochiti Reach","Spring"
2014,6,25,"Crawford",6.5,8.5,7.5,34.637561057629,-106.74347269011,"Isleta Reach","Spring"
2014,6,26,"Mesilla",0.1,0,0.05,32.248328,-106.821014,"South of San Marcial Reach","Spring"
2014,6,27,"Bosque Farm",NA,6.2,6.2,34.8477697505695,-106.714997116643,"Isleta Reach","Spring"
2014,6,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Spring"
2014,6,29,"Albuquerque Overbank Project",NA,NA,NA,35.0452081969,-106.665732215,"Angostura Reach","Spring"
2014,6,30,"State Land Office",NA,NA,NA,34.9679188689,-106.685667747,"Angostura Reach","Spring"
2014,7,1,"Alameda",22,32,27,35.1880598884,-106.646949118,"Angostura Reach","Monsoon"
2014,7,2,"Rio Grande Nature Center",32,40,36,35.1267624154,-106.688450012,"Angostura Reach","Monsoon"
2014,7,3,"Los Lunas",41,47,44,34.8123850767529,-106.714471968474,"Isleta Reach","Monsoon"
2014,7,4,"Belen",37,50,43.5,34.6481124155284,-106.737727748983,"Isleta Reach","Monsoon"
2014,7,5,"Santa Ana",19,32.5,25.75,35.34284,-106.5458,"Angostura Reach","Monsoon"
2014,7,6,"Savannah",29,73,51,35.1428674147,-106.681982289,"Angostura Reach","Monsoon"
2014,7,7,"Lemitar",5,12,8.5,34.1670457032,-106.889953039,"San Acacia Reach","Monsoon"
2014,7,8,"Hispanic Cultural Center",29,32,30.5,35.0688083802,-106.65807622,"Angostura Reach","Monsoon"
2014,7,9,"Ohkay Owingeh",73,74,73.5,36.0618,-106.0761,"Cochiti Reach","Monsoon"
2014,7,10,"Diversion",20,39,29.5,35.1916189224,-106.643382687,"Angostura Reach","Monsoon"
2014,7,11,"Calabacillas",24,38,31,35.1946222612,-106.646350963,"Angostura Reach","Monsoon"
2014,7,12,"Minnow",18,46,32,35.1972256042,-106.644122231,"Angostura Reach","Monsoon"
2014,7,13,"Harrison",18.2,27,22.6,35.0150622305,-106.673722917,"Angostura Reach","Monsoon"
2014,7,14,"Sevilleta",NA,NA,NA,34.2586573236,-106.883372761,"San Acacia Reach","Monsoon"
2014,7,15,"Valencia Cleared",31,51,41,34.6486505386211,-106.739180486447,"Isleta Reach","Monsoon"
2014,7,16,"Valencia Forest",53,51,52,34.6472147233729,-106.738922864063,"Isleta Reach","Monsoon"
2014,7,17,"Montano",53,88,70.5,35.1452628545,-106.680332705,"Angostura Reach","Monsoon"
2014,7,18,"Reynolds Cleared",31,56,43.5,34.6567454384498,-106.738602216398,"Isleta Reach","Monsoon"
2014,7,19,"Reynolds Forest",42,57,49.5,34.6576114622675,-106.739436295579,"Isleta Reach","Monsoon"
2014,7,20,"Route 66",NA,38,38,35.1006512603,-106.691932797,"Angostura Reach","Monsoon"
2014,7,21,"Badger",18,10,14,35.1955715759,-106.641632737,"Angostura Reach","Monsoon"
2014,7,22,"Bobcat",19,44,31.5,35.2010747789,-106.641162297,"Angostura Reach","Monsoon"
2014,7,23,"BioPark",32.5,48,40.25,35.0799846256,-106.669723455,"Angostura Reach","Monsoon"
2014,7,24,"Santo Domingo",28,49,38.5,35.50989,-106.3896,"Cochiti Reach","Monsoon"
2014,7,25,"Crawford",39,52,45.5,34.637561057629,-106.74347269011,"Isleta Reach","Monsoon"
2014,7,26,"Mesilla",25,28,26.5,32.248328,-106.821014,"South of San Marcial Reach","Monsoon"
2014,7,27,"Bosque Farm",13.5,28,20.75,34.8477697505695,-106.714997116643,"Isleta Reach","Monsoon"
2014,7,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Monsoon"
2014,7,29,"Albuquerque Overbank Project",NA,NA,NA,35.0452081969,-106.665732215,"Angostura Reach","Monsoon"
2014,7,30,"State Land Office",34,47,40.5,34.9679188689,-106.685667747,"Angostura Reach","Monsoon"
2014,8,1,"Alameda",26,43,34.5,35.1880598884,-106.646949118,"Angostura Reach","Monsoon"
2014,8,2,"Rio Grande Nature Center",33,40,36.5,35.1267624154,-106.688450012,"Angostura Reach","Monsoon"
2014,8,3,"Los Lunas",63.5,65,64.25,34.8123850767529,-106.714471968474,"Isleta Reach","Monsoon"
2014,8,4,"Belen",70,83,76.5,34.6481124155284,-106.737727748983,"Isleta Reach","Monsoon"
2014,8,5,"Santa Ana",45,60,52.5,35.34284,-106.5458,"Angostura Reach","Monsoon"
2014,8,6,"Savannah",12,41,26.5,35.1428674147,-106.681982289,"Angostura Reach","Monsoon"
2014,8,7,"Lemitar",34,58,46,34.1670457032,-106.889953039,"San Acacia Reach","Monsoon"
2014,8,8,"Hispanic Cultural Center",59,78,68.5,35.0688083802,-106.65807622,"Angostura Reach","Monsoon"
2014,8,9,"Ohkay Owingeh",39,35.5,37.25,36.0618,-106.0761,"Cochiti Reach","Monsoon"
2014,8,10,"Diversion",13,37,25,35.1916189224,-106.643382687,"Angostura Reach","Monsoon"
2014,8,11,"Calabacillas",19,39,29,35.1946222612,-106.646350963,"Angostura Reach","Monsoon"
2014,8,12,"Minnow",12,NA,12,35.1972256042,-106.644122231,"Angostura Reach","Monsoon"
2014,8,13,"Harrison",71,86,78.5,35.0150622305,-106.673722917,"Angostura Reach","Monsoon"
2014,8,14,"Sevilleta",NA,49,49,34.2586573236,-106.883372761,"San Acacia Reach","Monsoon"
2014,8,15,"Valencia Cleared",57,81,69,34.6486505386211,-106.739180486447,"Isleta Reach","Monsoon"
2014,8,16,"Valencia Forest",82,82,82,34.6472147233729,-106.738922864063,"Isleta Reach","Monsoon"
2014,8,17,"Montano",10,40,25,35.1452628545,-106.680332705,"Angostura Reach","Monsoon"
2014,8,18,"Reynolds Cleared",41,72,56.5,34.6567454384498,-106.738602216398,"Isleta Reach","Monsoon"
2014,8,19,"Reynolds Forest",60,73,66.5,34.6576114622675,-106.739436295579,"Isleta Reach","Monsoon"
2014,8,20,"Route 66",29,60,44.5,35.1006512603,-106.691932797,"Angostura Reach","Monsoon"
2014,8,21,"Badger",15,42,28.5,35.1955715759,-106.641632737,"Angostura Reach","Monsoon"
2014,8,22,"Bobcat",21.9,53,37.45,35.2010747789,-106.641162297,"Angostura Reach","Monsoon"
2014,8,23,"BioPark",33,37,35,35.0799846256,-106.669723455,"Angostura Reach","Monsoon"
2014,8,24,"Santo Domingo",29,53,41,35.50989,-106.3896,"Cochiti Reach","Monsoon"
2014,8,25,"Crawford",64,80,72,34.637561057629,-106.74347269011,"Isleta Reach","Monsoon"
2014,8,26,"Mesilla",61,80,70.5,32.248328,-106.821014,"South of San Marcial Reach","Monsoon"
2014,8,27,"Bosque Farm",41,77,59,34.8477697505695,-106.714997116643,"Isleta Reach","Monsoon"
2014,8,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Monsoon"
2014,8,29,"Albuquerque Overbank Project",NA,NA,NA,35.0452081969,-106.665732215,"Angostura Reach","Monsoon"
2014,8,30,"State Land Office",19,35,27,34.9679188689,-106.685667747,"Angostura Reach","Monsoon"
2014,9,1,"Alameda",5,19,12,35.1880598884,-106.646949118,"Angostura Reach","Monsoon"
2014,9,2,"Rio Grande Nature Center",5,8,6.5,35.1267624154,-106.688450012,"Angostura Reach","Monsoon"
2014,9,3,"Los Lunas",8.5,15.3,11.9,34.8123850767529,-106.714471968474,"Isleta Reach","Monsoon"
2014,9,4,"Belen",7,14,10.5,34.6481124155284,-106.737727748983,"Isleta Reach","Monsoon"
2014,9,5,"Santa Ana",6.5,11,8.75,35.34284,-106.5458,"Angostura Reach","Monsoon"
2014,9,6,"Savannah",0,7,3.5,35.1428674147,-106.681982289,"Angostura Reach","Monsoon"
2014,9,7,"Lemitar",28,45,36.5,34.1670457032,-106.889953039,"San Acacia Reach","Monsoon"
2014,9,8,"Hispanic Cultural Center",12,16,14,35.0688083802,-106.65807622,"Angostura Reach","Monsoon"
2014,9,9,"Ohkay Owingeh",30,32,31,36.0618,-106.0761,"Cochiti Reach","Monsoon"
2014,9,10,"Diversion",7.5,19,13.25,35.1916189224,-106.643382687,"Angostura Reach","Monsoon"
2014,9,11,"Calabacillas",13,24,18.5,35.1946222612,-106.646350963,"Angostura Reach","Monsoon"
2014,9,12,"Minnow",11,23.9,17.45,35.1972256042,-106.644122231,"Angostura Reach","Monsoon"
2014,9,13,"Harrison",36,45,40.5,35.0150622305,-106.673722917,"Angostura Reach","Monsoon"
2014,9,14,"Sevilleta",23.5,NA,23.5,34.2586573236,-106.883372761,"San Acacia Reach","Monsoon"
2014,9,15,"Valencia Cleared",8.4,13.8,11.1,34.6486505386211,-106.739180486447,"Isleta Reach","Monsoon"
2014,9,16,"Valencia Forest",13.7,15,14.35,34.6472147233729,-106.738922864063,"Isleta Reach","Monsoon"
2014,9,17,"Montano",0.5,9,4.75,35.1452628545,-106.680332705,"Angostura Reach","Monsoon"
2014,9,18,"Reynolds Cleared",5,20,12.5,34.6567454384498,-106.738602216398,"Isleta Reach","Monsoon"
2014,9,19,"Reynolds Forest",7.5,19,13.25,34.6576114622675,-106.739436295579,"Isleta Reach","Monsoon"
2014,9,20,"Route 66",1.5,13,7.25,35.1006512603,-106.691932797,"Angostura Reach","Monsoon"
2014,9,21,"Badger",10,21,15.5,35.1955715759,-106.641632737,"Angostura Reach","Monsoon"
2014,9,22,"Bobcat",NA,6.5,6.5,35.2010747789,-106.641162297,"Angostura Reach","Monsoon"
2014,9,23,"BioPark",8,17,12.5,35.0799846256,-106.669723455,"Angostura Reach","Monsoon"
2014,9,24,"Santo Domingo",1.5,7.5,4.5,35.50989,-106.3896,"Cochiti Reach","Monsoon"
2014,9,25,"Crawford",10.8,17,13.9,34.637561057629,-106.74347269011,"Isleta Reach","Monsoon"
2014,9,26,"Mesilla",57,76,66.5,32.248328,-106.821014,"South of San Marcial Reach","Monsoon"
2014,9,27,"Bosque Farm",NA,NA,NA,34.8477697505695,-106.714997116643,"Isleta Reach","Monsoon"
2014,9,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Monsoon"
2014,9,29,"Albuquerque Overbank Project",NA,NA,NA,35.0452081969,-106.665732215,"Angostura Reach","Monsoon"
2014,9,30,"State Land Office",13,15,14,34.9679188689,-106.685667747,"Angostura Reach","Monsoon"
2014,10,1,"Alameda",7.5,13,10.25,35.1880598884,-106.646949118,"Angostura Reach","Monsoon"
2014,10,2,"Rio Grande Nature Center",12,17,14.5,35.1267624154,-106.688450012,"Angostura Reach","Monsoon"
2014,10,3,"Los Lunas",NA,NA,NA,34.8123850767529,-106.714471968474,"Isleta Reach","Monsoon"
2014,10,4,"Belen",NA,26,26,34.6481124155284,-106.737727748983,"Isleta Reach","Monsoon"
2014,10,5,"Santa Ana",11,15,13,35.34284,-106.5458,"Angostura Reach","Monsoon"
2014,10,6,"Savannah",1.5,16,8.75,35.1428674147,-106.681982289,"Angostura Reach","Monsoon"
2014,10,7,"Lemitar",49,68,58.5,34.1670457032,-106.889953039,"San Acacia Reach","Monsoon"
2014,10,8,"Hispanic Cultural Center",11.5,14,12.75,35.0688083802,-106.65807622,"Angostura Reach","Monsoon"
2014,10,9,"Ohkay Owingeh",7.5,13,10.25,36.0618,-106.0761,"Cochiti Reach","Monsoon"
2014,10,10,"Diversion",1,13,7,35.1916189224,-106.643382687,"Angostura Reach","Monsoon"
2014,10,11,"Calabacillas",6,13,9.5,35.1946222612,-106.646350963,"Angostura Reach","Monsoon"
2014,10,12,"Minnow",1.5,12,6.75,35.1972256042,-106.644122231,"Angostura Reach","Monsoon"
2014,10,13,"Harrison",13,22,17.5,35.0150622305,-106.673722917,"Angostura Reach","Monsoon"
2014,10,14,"Sevilleta",NA,NA,NA,34.2586573236,-106.883372761,"San Acacia Reach","Monsoon"
2014,10,15,"Valencia Cleared",16,26,21,34.6486505386211,-106.739180486447,"Isleta Reach","Monsoon"
2014,10,16,"Valencia Forest",26,27,26.5,34.6472147233729,-106.738922864063,"Isleta Reach","Monsoon"
2014,10,17,"Montano",0,11,5.5,35.1452628545,-106.680332705,"Angostura Reach","Monsoon"
2014,10,18,"Reynolds Cleared",4,15,9.5,34.6567454384498,-106.738602216398,"Isleta Reach","Monsoon"
2014,10,19,"Reynolds Forest",14,23,18.5,34.6576114622675,-106.739436295579,"Isleta Reach","Monsoon"
2014,10,20,"Route 66",2,12.5,7.25,35.1006512603,-106.691932797,"Angostura Reach","Monsoon"
2014,10,21,"Badger",3,13,8,35.1955715759,-106.641632737,"Angostura Reach","Monsoon"
2014,10,22,"Bobcat",2.5,10.5,6.5,35.2010747789,-106.641162297,"Angostura Reach","Monsoon"
2014,10,23,"BioPark",13,20,16.5,35.0799846256,-106.669723455,"Angostura Reach","Monsoon"
2014,10,24,"Santo Domingo",4,17,10.5,35.50989,-106.3896,"Cochiti Reach","Monsoon"
2014,10,25,"Crawford",20,29,24.5,34.637561057629,-106.74347269011,"Isleta Reach","Monsoon"
2014,10,26,"Mesilla",10.2,12.7,11.45,32.248328,-106.821014,"South of San Marcial Reach","Monsoon"
2014,10,27,"Bosque Farm",NA,NA,NA,34.8477697505695,-106.714997116643,"Isleta Reach","Monsoon"
2014,10,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Monsoon"
2014,10,29,"Albuquerque Overbank Project",NA,NA,NA,35.0452081969,-106.665732215,"Angostura Reach","Monsoon"
2014,10,30,"State Land Office",11.5,16,13.75,34.9679188689,-106.685667747,"Angostura Reach","Monsoon"
2014,11,1,"Alameda",2,5,3.5,35.1880598884,-106.646949118,"Angostura Reach","Winter"
2014,11,2,"Rio Grande Nature Center",1.5,3,2.25,35.1267624154,-106.688450012,"Angostura Reach","Winter"
2014,11,3,"Los Lunas",NA,NA,NA,34.8123850767529,-106.714471968474,"Isleta Reach","Winter"
2014,11,4,"Belen",9,11,10,34.6481124155284,-106.737727748983,"Isleta Reach","Winter"
2014,11,5,"Santa Ana",3,4,3.5,35.34284,-106.5458,"Angostura Reach","Winter"
2014,11,6,"Savannah",0,2.6,1.3,35.1428674147,-106.681982289,"Angostura Reach","Winter"
2014,11,7,"Lemitar",3,2.6,2.8,34.1670457032,-106.889953039,"San Acacia Reach","Winter"
2014,11,8,"Hispanic Cultural Center",0,1.5,0.75,35.0688083802,-106.65807622,"Angostura Reach","Winter"
2014,11,9,"Ohkay Owingeh",19,23,21,36.0618,-106.0761,"Cochiti Reach","Winter"
2014,11,10,"Diversion",0.5,3,1.75,35.1916189224,-106.643382687,"Angostura Reach","Winter"
2014,11,11,"Calabacillas",1,3.5,2.25,35.1946222612,-106.646350963,"Angostura Reach","Winter"
2014,11,12,"Minnow",0,3.3,1.65,35.1972256042,-106.644122231,"Angostura Reach","Winter"
2014,11,13,"Harrison",2.5,4.5,3.5,35.0150622305,-106.673722917,"Angostura Reach","Winter"
2014,11,14,"Sevilleta",0,5,2.5,34.2586573236,-106.883372761,"San Acacia Reach","Winter"
2014,11,15,"Valencia Cleared",7.5,11,9.25,34.6486505386211,-106.739180486447,"Isleta Reach","Winter"
2014,11,16,"Valencia Forest",10,11.5,10.75,34.6472147233729,-106.738922864063,"Isleta Reach","Winter"
2014,11,17,"Montano",0,2,1,35.1452628545,-106.680332705,"Angostura Reach","Winter"
2014,11,18,"Reynolds Cleared",2,8,5,34.6567454384498,-106.738602216398,"Isleta Reach","Winter"
2014,11,19,"Reynolds Forest",5,7.5,6.25,34.6576114622675,-106.739436295579,"Isleta Reach","Winter"
2014,11,20,"Route 66",2,5,3.5,35.1006512603,-106.691932797,"Angostura Reach","Winter"
2014,11,21,"Badger",4.5,3,3.75,35.1955715759,-106.641632737,"Angostura Reach","Winter"
2014,11,22,"Bobcat",0.5,4,2.25,35.2010747789,-106.641162297,"Angostura Reach","Winter"
