site,ppt_canopy,ppt_open,year,month,day,site_name,site_lat,site_long
11,4,6,2002,12,17,Calabacillas,35.19056822,-106.6491626
11,3,5,2016,5,18,Calabacillas,35.19056822,-106.6491626
11,3,7,2011,11,18,Calabacillas,35.19056822,-106.6491626
11,11.2,17,2007,7,17,Calabacillas,35.19056822,-106.6491626
11,19,39,2014,8,20,Calabacillas,35.19056822,-106.6491626
11,4.3,11,2011,8,16,Calabacillas,35.19056822,-106.6491626
11,NA,17.5,2015,12,17,Calabacillas,35.19056822,-106.6491626
11,2,1.5,2013,1,17,Calabacillas,35.19056822,-106.6491626
11,0,0,2014,4,18,Calabacillas,35.19056822,-106.6491626
11,23,40,2009,10,21,Calabacillas,35.19056822,-106.6491626
11,0,0,2007,3,20,Calabacillas,35.19056822,-106.6491626
11,15,22,2007,10,16,Calabacillas,35.19056822,-106.6491626
11,20,30.6,2009,6,16,Calabacillas,35.19056822,-106.6491626
11,2.9,15.6,2003,8,19,Calabacillas,35.19056822,-106.6491626
11,26.5,42.5,2017,10,21,Calabacillas,35.19056822,-106.6491626
11,1.3,1.5,2013,3,22,Calabacillas,35.19056822,-106.6491626
11,2,4.1,2010,3,18,Calabacillas,35.19056822,-106.6491626
11,0,0,2004,6,15,Calabacillas,35.19056822,-106.6491626
11,9,15,2015,2,17,Calabacillas,35.19056822,-106.6491626
11,5,8,2010,5,20,Calabacillas,35.19056822,-106.6491626
11,NA,17.5,2005,8,16,Calabacillas,35.19056822,-106.6491626
11,20,27.5,2006,10,19,Calabacillas,35.19056822,-106.6491626
11,17,20.1,2013,11,22,Calabacillas,35.19056822,-106.6491626
11,3.5,8,2016,10,22,Calabacillas,35.19056822,-106.6491626
11,5,NA,2008,2,19,Calabacillas,35.19056822,-106.6491626
11,0,0,2011,3,15,Calabacillas,35.19056822,-106.6491626
11,3.8,11.5,2003,9,16,Calabacillas,35.19056822,-106.6491626
11,4.5,8,2014,2,21,Calabacillas,35.19056822,-106.6491626
11,18.5,50,2015,5,19,Calabacillas,35.19056822,-106.6491626
11,42,45,2010,12,20,Calabacillas,35.19056822,-106.6491626
11,4.5,6,2014,3,21,Calabacillas,35.19056822,-106.6491626
11,4,6.9,2004,11,16,Calabacillas,35.19056822,-106.6491626
11,8.5,13,2007,8,22,Calabacillas,35.19056822,-106.6491626
11,7,9,2003,3,18,Calabacillas,35.19056822,-106.6491626
11,7,11,2013,12,20,Calabacillas,35.19056822,-106.6491626
11,4.5,7.5,2015,4,25,Calabacillas,35.19056822,-106.6491626
11,0,1,2013,5,24,Calabacillas,35.19056822,-106.6491626
11,7,0,2009,3,19,Calabacillas,35.19056822,-106.6491626
11,1.8,2,2012,10,19,Calabacillas,35.19056822,-106.6491626
11,12.5,7,2007,5,15,Calabacillas,35.19056822,-106.6491626
11,NA,22.5,2003,10,21,Calabacillas,35.19056822,-106.6491626
11,25,41,2016,8,18,Calabacillas,35.19056822,-106.6491626
11,20,15,2015,6,16,Calabacillas,35.19056822,-106.6491626
11,20.5,21.5,2002,11,19,Calabacillas,35.19056822,-106.6491626
11,0.5,0.5,2005,11,15,Calabacillas,35.19056822,-106.6491626
11,28,31,2011,12,20,Calabacillas,35.19056822,-106.6491626
11,0,0,2007,11,20,Calabacillas,35.19056822,-106.6491626
11,1.8,1,2005,12,20,Calabacillas,35.19056822,-106.6491626
11,12.6,14,2004,8,17,Calabacillas,35.19056822,-106.6491626
11,0,0,2006,1,17,Calabacillas,35.19056822,-106.6491626
11,0,0,2008,4,14,Calabacillas,35.19056822,-106.6491626
11,24.5,42,2015,10,24,Calabacillas,35.19056822,-106.6491626
11,2.5,5,2008,9,18,Calabacillas,35.19056822,-106.6491626
11,3.8,NA,2003,2,18,Calabacillas,35.19056822,-106.6491626
11,1,2,2012,12,21,Calabacillas,35.19056822,-106.6491626
11,0.8,1.3,2012,11,17,Calabacillas,35.19056822,-106.6491626
11,0.8,4.3,2015,9,19,Calabacillas,35.19056822,-106.6491626
11,7.5,9,2009,12,16,Calabacillas,35.19056822,-106.6491626
11,25.4,NA,2005,1,18,Calabacillas,35.19056822,-106.6491626
11,21,31,2008,8,20,Calabacillas,35.19056822,-106.6491626
11,0.5,1.5,2009,5,21,Calabacillas,35.19056822,-106.6491626
11,8,18,2012,8,25,Calabacillas,35.19056822,-106.6491626
11,2,5,2009,1,22,Calabacillas,35.19056822,-106.6491626
11,65,88,2013,8,21,Calabacillas,35.19056822,-106.6491626
11,9,20,2009,9,14,Calabacillas,35.19056822,-106.6491626
11,11,18,2010,2,17,Calabacillas,35.19056822,-106.6491626
11,15.9,13,2008,5,21,Calabacillas,35.19056822,-106.6491626
11,NA,4,2010,7,20,Calabacillas,35.19056822,-106.6491626
11,NA,45,2010,8,16,Calabacillas,35.19056822,-106.6491626
11,33.5,46,2007,4,17,Calabacillas,35.19056822,-106.6491626
11,3.5,5,2012,3,21,Calabacillas,35.19056822,-106.6491626
11,0,0,2013,6,18,Calabacillas,35.19056822,-106.6491626
11,11,17,2010,4,21,Calabacillas,35.19056822,-106.6491626
11,32,22.5,2007,1,16,Calabacillas,35.19056822,-106.6491626
11,0,0,2013,4,17,Calabacillas,35.19056822,-106.6491626
11,12,NA,2012,7,16,Calabacillas,35.19056822,-106.6491626
11,12.5,15,2008,12,17,Calabacillas,35.19056822,-106.6491626
11,13,19,2014,12,16,Calabacillas,35.19056822,-106.6491626
11,0,0,2017,7,18,Calabacillas,35.19056822,-106.6491626
11,9,18,2015,1,24,Calabacillas,35.19056822,-106.6491626
11,35,33,2005,3,16,Calabacillas,35.19056822,-106.6491626
11,NA,9,2017,5,16,Calabacillas,35.19056822,-106.6491626
11,2.5,6.5,2012,9,19,Calabacillas,35.19056822,-106.6491626
11,70,89,2013,9,19,Calabacillas,35.19056822,-106.6491626
11,0.5,NA,2016,7,19,Calabacillas,35.19056822,-106.6491626
11,13,21,2009,7,21,Calabacillas,35.19056822,-106.6491626
11,0,0,2009,2,19,Calabacillas,35.19056822,-106.6491626
11,1,2.5,2011,7,18,Calabacillas,35.19056822,-106.6491626
11,1,3.5,2014,11,22,Calabacillas,35.19056822,-106.6491626
11,27,21,2005,2,15,Calabacillas,35.19056822,-106.6491626
11,0,0,2016,3,19,Calabacillas,35.19056822,-106.6491626
11,12.5,13,2005,4,19,Calabacillas,35.19056822,-106.6491626
11,18,26,2015,11,21,Calabacillas,35.19056822,-106.6491626
11,1.2,2,2006,5,16,Calabacillas,35.19056822,-106.6491626
11,5,8.5,2014,6,18,Calabacillas,35.19056822,-106.6491626
11,45,66.5,2006,9,21,Calabacillas,35.19056822,-106.6491626
11,5,4,2016,6,21,Calabacillas,35.19056822,-106.6491626
11,5,7.5,2008,1,17,Calabacillas,35.19056822,-106.6491626
11,23,26,2010,10,20,Calabacillas,35.19056822,-106.6491626
11,7,11,2008,3,18,Calabacillas,35.19056822,-106.6491626
11,111,148.5,2006,8,15,Calabacillas,35.19056822,-106.6491626
11,NA,0,2017,3,25,Calabacillas,35.19056822,-106.6491626
11,0.7,2.5,2004,1,20,Calabacillas,35.19056822,-106.6491626
11,0,0,2012,6,18,Calabacillas,35.19056822,-106.6491626
11,40,50,2008,10,23,Calabacillas,35.19056822,-106.6491626
11,27,45,2015,8,18,Calabacillas,35.19056822,-106.6491626
11,0.5,0,2012,1,18,Calabacillas,35.19056822,-106.6491626
11,4.2,9.5,2005,9,20,Calabacillas,35.19056822,-106.6491626
11,6,8,2016,4,23,Calabacillas,35.19056822,-106.6491626
11,NA,34,2017,1,20,Calabacillas,35.19056822,-106.6491626
11,0,0,2006,12,18,Calabacillas,35.19056822,-106.6491626
11,0,0,2017,11,18,Calabacillas,35.19056822,-106.6491626
11,12.5,15,2003,11,18,Calabacillas,35.19056822,-106.6491626
11,35,62,2015,7,21,Calabacillas,35.19056822,-106.6491626
11,5,NA,2010,11,17,Calabacillas,35.19056822,-106.6491626
11,24,38,2014,7,16,Calabacillas,35.19056822,-106.6491626
11,NA,22.5,2004,12,21,Calabacillas,35.19056822,-106.6491626
11,0,0,2008,11,20,Calabacillas,35.19056822,-106.6491626
11,3,0,2013,10,18,Calabacillas,35.19056822,-106.6491626
11,32,43,2007,12,18,Calabacillas,35.19056822,-106.6491626
11,0,0,2011,6,20,Calabacillas,35.19056822,-106.6491626
11,12,18,2015,3,21,Calabacillas,35.19056822,-106.6491626
11,11,24,2011,9,21,Calabacillas,35.19056822,-106.6491626
11,45,43,2004,10,19,Calabacillas,35.19056822,-106.6491626
11,6,15,2017,9,23,Calabacillas,35.19056822,-106.6491626
11,3.5,3,2011,2,16,Calabacillas,35.19056822,-106.6491626
11,1,NA,2004,2,17,Calabacillas,35.19056822,-106.6491626
11,0,0,2003,5,21,Calabacillas,35.19056822,-106.6491626
11,35,50,2005,10,18,Calabacillas,35.19056822,-106.6491626
11,0,0,2006,11,22,Calabacillas,35.19056822,-106.6491626
11,31,36,2011,10,19,Calabacillas,35.19056822,-106.6491626
11,0,NA,2011,4,20,Calabacillas,35.19056822,-106.6491626
11,3.2,4.5,2013,2,22,Calabacillas,35.19056822,-106.6491626
11,7.5,13,2008,7,15,Calabacillas,35.19056822,-106.6491626
11,21.5,23,2007,2,20,Calabacillas,35.19056822,-106.6491626
11,0,0.5,2003,1,21,Calabacillas,35.19056822,-106.6491626
11,18,22,2009,4,23,Calabacillas,35.19056822,-106.6491626
11,0,0,2003,7,15,Calabacillas,35.19056822,-106.6491626
11,6,13,2014,10,25,Calabacillas,35.19056822,-106.6491626
11,31,35,2007,9,17,Calabacillas,35.19056822,-106.6491626
11,2,1,2011,1,19,Calabacillas,35.19056822,-106.6491626
11,42,45,2004,3,16,Calabacillas,35.19056822,-106.6491626
11,2,NA,2006,3,23,Calabacillas,35.19056822,-106.6491626
11,NA,NA,2017,6,20,Calabacillas,35.19056822,-106.6491626
12,0,0,2014,5,19,Minnow,35.19315094,-106.646915
12,20,45,2016,9,23,Minnow,35.19315094,-106.646915
12,0,0,2006,4,18,Minnow,35.19315094,-106.646915
12,0,0.3,2010,6,15,Minnow,35.19315094,-106.646915
12,15,9.5,2004,7,20,Minnow,35.19315094,-106.646915
12,28,45,2010,12,20,Minnow,35.19315094,-106.646915
12,15,15,2010,2,16,Minnow,35.19315094,-106.646915
12,0,0,2004,5,18,Minnow,35.19315094,-106.646915
12,7.5,18.5,2007,7,17,Minnow,35.19315094,-106.646915
12,16,NA,2012,4,17,Minnow,35.19315094,-106.646915
12,3,5.5,2014,3,21,Minnow,35.19315094,-106.646915
12,0,0,2006,2,21,Minnow,35.19315094,-106.646915
12,7.5,20,2009,11,16,Minnow,35.19315094,-106.646915
12,4.5,14,2014,2,21,Minnow,35.19315094,-106.646915
12,0.8,1.4,2013,1,17,Minnow,35.19315094,-106.646915
12,0.5,1.4,2005,11,15,Minnow,35.19315094,-106.646915
12,0,1.1,2003,6,17,Minnow,35.19315094,-106.646915
12,NA,NA,2008,2,19,Minnow,35.19315094,-106.646915
12,0,0,2017,12,18,Minnow,35.19315094,-106.646915
12,0,8,2010,7,20,Minnow,35.19315094,-106.646915
12,2,3,2003,12,16,Minnow,35.19315094,-106.646915
12,0,0,2011,3,15,Minnow,35.19315094,-106.646915
12,15.6,23,2016,12,19,Minnow,35.19315094,-106.646915
12,31,50,2015,5,19,Minnow,35.19315094,-106.646915
12,1,2.5,2012,5,15,Minnow,35.19315094,-106.646915
12,0,0.5,2008,11,17,Minnow,35.19315094,-106.646915
12,6.5,11,2010,1,20,Minnow,35.19315094,-106.646915
12,9.4,32,2017,8,15,Minnow,35.19315094,-106.646915
12,0,0,2005,7,20,Minnow,35.19315094,-106.646915
12,4.5,4,2013,10,18,Minnow,35.19315094,-106.646915
12,0,0,2014,1,24,Minnow,35.19315094,-106.646915
12,1.2,3.6,2011,11,15,Minnow,35.19315094,-106.646915
12,1.5,6.5,2002,12,17,Minnow,35.19315094,-106.646915
12,5,9,2014,6,18,Minnow,35.19315094,-106.646915
12,2,11,2017,5,19,Minnow,35.19315094,-106.646915
12,3,NA,2017,4,21,Minnow,35.19315094,-106.646915
12,0,0,2015,4,23,Minnow,35.19315094,-106.646915
12,1.1,2.1,2013,3,20,Minnow,35.19315094,-106.646915
12,0,2,2007,3,22,Minnow,35.19315094,-106.646915
12,10,24,2007,10,16,Minnow,35.19315094,-106.646915
12,5,9,2010,5,20,Minnow,35.19315094,-106.646915
12,4,12,2016,11,18,Minnow,35.19315094,-106.646915
12,0,0,2017,3,24,Minnow,35.19315094,-106.646915
12,4.8,9,2004,11,16,Minnow,35.19315094,-106.646915
12,20,27.5,2006,10,19,Minnow,35.19315094,-106.646915
12,3,6.5,2013,12,20,Minnow,35.19315094,-106.646915
12,4.8,14.2,2007,8,21,Minnow,35.19315094,-106.646915
12,0.6,1.5,2012,11,17,Minnow,35.19315094,-106.646915
12,95,105,2013,8,23,Minnow,35.19315094,-106.646915
12,6,9,2012,2,21,Minnow,35.19315094,-106.646915
12,18,NA,2011,12,20,Minnow,35.19315094,-106.646915
12,0,10,2016,10,21,Minnow,35.19315094,-106.646915
12,9,12,2005,1,18,Minnow,35.19315094,-106.646915
12,NA,6.7,2012,8,25,Minnow,35.19315094,-106.646915
12,20,30.5,2009,6,16,Minnow,35.19315094,-106.646915
12,1.5,NA,2011,8,16,Minnow,35.19315094,-106.646915
12,32,44,2007,12,18,Minnow,35.19315094,-106.646915
12,12.7,21,2007,5,16,Minnow,35.19315094,-106.646915
12,8.5,0.6,2010,9,20,Minnow,35.19315094,-106.646915
12,12,NA,2014,8,19,Minnow,35.19315094,-106.646915
12,0,0,2014,4,18,Minnow,35.19315094,-106.646915
12,7.9,12.5,2015,2,19,Minnow,35.19315094,-106.646915
12,0,1.2,2006,6,20,Minnow,35.19315094,-106.646915
12,6,5,2009,12,14,Minnow,35.19315094,-106.646915
12,1,1.4,2005,12,20,Minnow,35.19315094,-106.646915
12,0,NA,2011,7,18,Minnow,35.19315094,-106.646915
12,15,35,2017,1,20,Minnow,35.19315094,-106.646915
12,12,20,2009,8,20,Minnow,35.19315094,-106.646915
12,27.5,36,2005,2,15,Minnow,35.19315094,-106.646915
12,10,15,2005,4,19,Minnow,35.19315094,-106.646915
12,0,4.8,2008,4,15,Minnow,35.19315094,-106.646915
12,NA,0.5,2016,2,19,Minnow,35.19315094,-106.646915
12,4,11,2008,6,17,Minnow,35.19315094,-106.646915
12,2.4,7.6,2007,6,19,Minnow,35.19315094,-106.646915
12,11,23.9,2014,9,18,Minnow,35.19315094,-106.646915
12,0,0.7,2013,6,20,Minnow,35.19315094,-106.646915
12,12,36.5,2015,10,23,Minnow,35.19315094,-106.646915
12,0.1,3.3,2016,7,19,Minnow,35.19315094,-106.646915
12,0,0,2013,5,23,Minnow,35.19315094,-106.646915
12,20,39,2004,8,17,Minnow,35.19315094,-106.646915
12,1.7,4.5,2013,2,20,Minnow,35.19315094,-106.646915
12,7.5,11,2009,1,19,Minnow,35.19315094,-106.646915
12,0,0,2006,11,22,Minnow,35.19315094,-106.646915
12,11,16,2015,12,18,Minnow,35.19315094,-106.646915
12,8,10,2016,1,22,Minnow,35.19315094,-106.646915
12,0,5,2015,9,16,Minnow,35.19315094,-106.646915
12,4.8,17.5,2003,9,16,Minnow,35.19315094,-106.646915
12,14,29,2009,10,19,Minnow,35.19315094,-106.646915
12,NA,NA,2002,11,19,Minnow,35.19315094,-106.646915
12,0,7,2016,5,20,Minnow,35.19315094,-106.646915
12,NA,NA,2005,5,NA,Minnow,35.19315094,-106.646915
12,0,1.5,2009,5,18,Minnow,35.19315094,-106.646915
12,40,20,2007,1,17,Minnow,35.19315094,-106.646915
12,15.5,24,2003,10,21,Minnow,35.19315094,-106.646915
12,0,0.5,2013,4,17,Minnow,35.19315094,-106.646915
12,0,0,2003,7,15,Minnow,35.19315094,-106.646915
12,6,22.5,2003,8,19,Minnow,35.19315094,-106.646915
12,6.5,12,2009,3,16,Minnow,35.19315094,-106.646915
12,27,44,2005,3,16,Minnow,35.19315094,-106.646915
12,NA,NA,2005,6,21,Minnow,35.19315094,-106.646915
12,0,0,2004,6,15,Minnow,35.19315094,-106.646915
12,22.5,46,2006,7,18,Minnow,35.19315094,-106.646915
12,43,57,2004,10,19,Minnow,35.19315094,-106.646915
12,7,20.5,2009,7,21,Minnow,35.19315094,-106.646915
12,0,0,2007,11,20,Minnow,35.19315094,-106.646915
12,22.2,45,2017,10,20,Minnow,35.19315094,-106.646915
12,17.5,22.5,2004,12,21,Minnow,35.19315094,-106.646915
12,0,0,2006,1,17,Minnow,35.19315094,-106.646915
12,0,3.3,2014,11,20,Minnow,35.19315094,-106.646915
12,35,51,2005,10,18,Minnow,35.19315094,-106.646915
12,30,50,2015,7,21,Minnow,35.19315094,-106.646915
12,2.5,9,2009,9,14,Minnow,35.19315094,-106.646915
12,7.5,16,2015,1,22,Minnow,35.19315094,-106.646915
12,5,70,2003,2,18,Minnow,35.19315094,-106.646915
12,30,48,2010,8,16,Minnow,35.19315094,-106.646915
12,12,18,2003,11,18,Minnow,35.19315094,-106.646915
12,0.4,13,2017,9,22,Minnow,35.19315094,-106.646915
12,30,23.5,2015,6,16,Minnow,35.19315094,-106.646915
12,0.5,4.8,2016,6,21,Minnow,35.19315094,-106.646915
12,1,2.2,2004,2,17,Minnow,35.19315094,-106.646915
12,8.5,9.5,2008,3,18,Minnow,35.19315094,-106.646915
12,6.1,21,2013,11,23,Minnow,35.19315094,-106.646915
12,8,20,2014,12,16,Minnow,35.19315094,-106.646915
12,26,41,2015,8,18,Minnow,35.19315094,-106.646915
12,7,14,2008,5,20,Minnow,35.19315094,-106.646915
12,0,1.3,2017,7,18,Minnow,35.19315094,-106.646915
12,0,5.5,2008,9,15,Minnow,35.19315094,-106.646915
12,2.2,5,2010,3,18,Minnow,35.19315094,-106.646915
12,17,42,2016,8,19,Minnow,35.19315094,-106.646915
12,7.8,22,2013,7,16,Minnow,35.19315094,-106.646915
12,36,50,2008,10,20,Minnow,35.19315094,-106.646915
12,0,0,2011,5,19,Minnow,35.19315094,-106.646915
12,21,NA,2011,10,18,Minnow,35.19315094,-106.646915
12,13,16,2012,7,16,Minnow,35.19315094,-106.646915
12,NA,25,2005,9,20,Minnow,35.19315094,-106.646915
12,0,0,2003,5,21,Minnow,35.19315094,-106.646915
12,11.5,23.5,2015,11,20,Minnow,35.19315094,-106.646915
12,0,0,2006,12,18,Minnow,35.19315094,-106.646915
12,0.9,2.4,2004,1,20,Minnow,35.19315094,-106.646915
12,1,8,2010,11,15,Minnow,35.19315094,-106.646915
12,0,6,2012,9,19,Minnow,35.19315094,-106.646915
12,17.5,6.4,2005,8,16,Minnow,35.19315094,-106.646915
12,27.5,46,2007,4,18,Minnow,35.19315094,-106.646915
12,11,12,2015,3,19,Minnow,35.19315094,-106.646915
12,3.6,8.2,2003,3,18,Minnow,35.19315094,-106.646915
12,18,46,2014,7,16,Minnow,35.19315094,-106.646915
12,15,33,2008,8,18,Minnow,35.19315094,-106.646915
12,0,0,2017,11,18,Minnow,35.19315094,-106.646915
12,3,4,2011,1,20,Minnow,35.19315094,-106.646915
12,0,2.5,2012,10,17,Minnow,35.19315094,-106.646915
12,0,0,2009,2,16,Minnow,35.19315094,-106.646915
12,57.5,76,2004,4,20,Minnow,35.19315094,-106.646915
12,17.5,30,2010,10,18,Minnow,35.19315094,-106.646915
12,0,1,2011,4,18,Minnow,35.19315094,-106.646915
12,0,2,2006,5,16,Minnow,35.19315094,-106.646915
12,0.5,1.2,2012,1,17,Minnow,35.19315094,-106.646915
12,18.5,26,2007,2,22,Minnow,35.19315094,-106.646915
12,5,7.5,2008,12,15,Minnow,35.19315094,-106.646915
12,0,0,2011,6,20,Minnow,35.19315094,-106.646915
12,96,146.5,2006,8,15,Minnow,35.19315094,-106.646915
12,0,0,2012,6,18,Minnow,35.19315094,-106.646915
12,2.3,4,2011,2,14,Minnow,35.19315094,-106.646915
12,NA,0,2016,3,18,Minnow,35.19315094,-106.646915
12,10.2,16,2010,4,19,Minnow,35.19315094,-106.646915
12,13,NA,2011,9,20,Minnow,35.19315094,-106.646915
12,NA,NA,2004,3,16,Minnow,35.19315094,-106.646915
12,43,89,2013,9,20,Minnow,35.19315094,-106.646915
12,5,11,2016,4,22,Minnow,35.19315094,-106.646915
12,5,3,2008,1,15,Minnow,35.19315094,-106.646915
12,12,22,2009,4,20,Minnow,35.19315094,-106.646915
12,1.5,12,2014,10,23,Minnow,35.19315094,-106.646915
12,0.3,0,2003,1,21,Minnow,35.19315094,-106.646915
12,35,36,2007,9,18,Minnow,35.19315094,-106.646915
12,17.8,25,2003,4,16,Minnow,35.19315094,-106.646915
12,1,2.3,2012,12,19,Minnow,35.19315094,-106.646915
12,4,12,2008,7,15,Minnow,35.19315094,-106.646915
12,11,19,2017,2,24,Minnow,35.19315094,-106.646915
12,13.5,13.5,2006,9,21,Minnow,35.19315094,-106.646915
12,2.4,4,2006,3,23,Minnow,35.19315094,-106.646915
12,4.5,5,2012,3,20,Minnow,35.19315094,-106.646915
12,24,12.6,2004,9,21,Minnow,35.19315094,-106.646915
12,0,2,2017,6,20,Minnow,35.19315094,-106.646915
13,0,0,2004,5,18,Harrison,35.01505603,-106.6736953
13,3,3.8,2014,2,19,Harrison,35.01505603,-106.6736953
13,0,1,2014,5,20,Harrison,35.01505603,-106.6736953
13,1,1.5,2009,5,19,Harrison,35.01505603,-106.6736953
13,0,0,2011,3,16,Harrison,35.01505603,-106.6736953
13,NA,0.8,2006,4,18,Harrison,35.01505603,-106.6736953
13,17.5,21,2007,3,27,Harrison,35.01505603,-106.6736953
13,15,19,2007,7,16,Harrison,35.01505603,-106.6736953
13,6,8.5,2010,1,20,Harrison,35.01505603,-106.6736953
13,6.5,18,2010,7,21,Harrison,35.01505603,-106.6736953
13,NA,NA,2016,12,20,Harrison,35.01505603,-106.6736953
13,5,8.5,2008,2,20,Harrison,35.01505603,-106.6736953
13,10,16,2004,7,20,Harrison,35.01505603,-106.6736953
13,54,65,2006,7,18,Harrison,35.01505603,-106.6736953
13,10,18,2012,2,22,Harrison,35.01505603,-106.6736953
13,4,9,2015,1,20,Harrison,35.01505603,-106.6736953
13,13,17.3,2003,8,19,Harrison,35.01505603,-106.6736953
13,14,16,2009,8,16,Harrison,35.01505603,-106.6736953
13,31,53,2010,9,23,Harrison,35.01505603,-106.6736953
13,2.5,4.5,2013,2,22,Harrison,35.01505603,-106.6736953
13,0,0,2010,6,16,Harrison,35.01505603,-106.6736953
13,17,24,2010,12,21,Harrison,35.01505603,-106.6736953
13,0.9,0,2017,12,20,Harrison,35.01505603,-106.6736953
13,0,NA,2014,1,22,Harrison,35.01505603,-106.6736953
13,22,37,2011,10,19,Harrison,35.01505603,-106.6736953
13,20,31.5,2009,6,17,Harrison,35.01505603,-106.6736953
13,0,0.3,2009,2,17,Harrison,35.01505603,-106.6736953
13,12.5,20,2003,11,19,Harrison,35.01505603,-106.6736953
13,13.5,24,2009,9,14,Harrison,35.01505603,-106.6736953
13,NA,7.5,2016,1,21,Harrison,35.01505603,-106.6736953
13,5,13,2016,11,15,Harrison,35.01505603,-106.6736953
13,3.5,3.4,2003,12,16,Harrison,35.01505603,-106.6736953
13,0.8,4.3,2016,5,19,Harrison,35.01505603,-106.6736953
13,5.5,6.5,2009,1,20,Harrison,35.01505603,-106.6736953
13,3.4,3.5,2013,3,22,Harrison,35.01505603,-106.6736953
13,5.2,5,2003,6,17,Harrison,35.01505603,-106.6736953
13,0.2,0.2,2006,11,21,Harrison,35.01505603,-106.6736953
13,31,19.5,2007,5,21,Harrison,35.01505603,-106.6736953
13,NA,NA,2013,10,16,Harrison,35.01505603,-106.6736953
13,28,47,2016,10,18,Harrison,35.01505603,-106.6736953
13,0.8,0.8,2013,1,18,Harrison,35.01505603,-106.6736953
13,31,NA,2016,8,19,Harrison,35.01505603,-106.6736953
13,3.5,4.7,2009,12,15,Harrison,35.01505603,-106.6736953
13,13,20,2007,8,22,Harrison,35.01505603,-106.6736953
13,36,45,2014,9,16,Harrison,35.01505603,-106.6736953
13,11.5,17,2007,10,17,Harrison,35.01505603,-106.6736953
13,NA,NA,2017,1,17,Harrison,35.01505603,-106.6736953
13,NA,23,2005,1,18,Harrison,35.01505603,-106.6736953
13,NA,6.5,2009,11,16,Harrison,35.01505603,-106.6736953
13,1,2,2008,4,16,Harrison,35.01505603,-106.6736953
13,11.2,11,2005,4,20,Harrison,35.01505603,-106.6736953
13,0,0,2008,11,18,Harrison,35.01505603,-106.6736953
13,42,47,2006,10,17,Harrison,35.01505603,-106.6736953
13,0,0,2014,4,16,Harrison,35.01505603,-106.6736953
13,4,6.5,2010,5,19,Harrison,35.01505603,-106.6736953
13,20.5,23,2007,6,18,Harrison,35.01505603,-106.6736953
13,7.2,7.8,2005,11,15,Harrison,35.01505603,-106.6736953
13,2.5,6,2011,7,20,Harrison,35.01505603,-106.6736953
13,2,2.8,2005,12,19,Harrison,35.01505603,-106.6736953
13,22,32,2011,12,20,Harrison,35.01505603,-106.6736953
13,0,0,2013,4,19,Harrison,35.01505603,-106.6736953
13,19,25,2013,12,18,Harrison,35.01505603,-106.6736953
13,NA,NA,2017,3,21,Harrison,35.01505603,-106.6736953
13,2,7.5,2011,11,16,Harrison,35.01505603,-106.6736953
13,8,NA,2017,2,21,Harrison,35.01505603,-106.6736953
13,13,15,2003,9,16,Harrison,35.01505603,-106.6736953
13,22,25,2005,8,16,Harrison,35.01505603,-106.6736953
13,0,1,2012,5,16,Harrison,35.01505603,-106.6736953
13,5.2,7.5,2004,11,17,Harrison,35.01505603,-106.6736953
13,1,2.5,2013,6,20,Harrison,35.01505603,-106.6736953
13,0,0,2007,11,21,Harrison,35.01505603,-106.6736953
13,13,26,2009,7,22,Harrison,35.01505603,-106.6736953
13,1.4,4,2004,2,17,Harrison,35.01505603,-106.6736953
13,13,31,2012,8,22,Harrison,35.01505603,-106.6736953
13,NA,27.5,2007,1,16,Harrison,35.01505603,-106.6736953
13,32,34,2003,10,21,Harrison,35.01505603,-106.6736953
13,5,9,2016,4,22,Harrison,35.01505603,-106.6736953
13,16.5,34,2015,11,17,Harrison,35.01505603,-106.6736953
13,NA,8.5,2005,7,20,Harrison,35.01505603,-106.6736953
13,2.5,9.5,2015,9,16,Harrison,35.01505603,-106.6736953
13,8.5,NA,2017,4,18,Harrison,35.01505603,-106.6736953
13,71,86,2014,8,21,Harrison,35.01505603,-106.6736953
13,15,39,2015,5,22,Harrison,35.01505603,-106.6736953
13,0.1,NA,2016,7,20,Harrison,35.01505603,-106.6736953
13,12,19,2012,9,21,Harrison,35.01505603,-106.6736953
13,25,33,2005,2,16,Harrison,35.01505603,-106.6736953
13,1,2.4,2015,4,20,Harrison,35.01505603,-106.6736953
13,0.8,0.8,2012,1,18,Harrison,35.01505603,-106.6736953
13,0,0,2012,6,19,Harrison,35.01505603,-106.6736953
13,14,14,2015,3,16,Harrison,35.01505603,-106.6736953
13,6,9,2013,11,20,Harrison,35.01505603,-106.6736953
13,61,80,2015,7,21,Harrison,35.01505603,-106.6736953
13,42,48,2005,10,18,Harrison,35.01505603,-106.6736953
13,1,2.5,2012,11,19,Harrison,35.01505603,-106.6736953
13,3,4,2014,3,19,Harrison,35.01505603,-106.6736953
13,11.5,16,2015,2,17,Harrison,35.01505603,-106.6736953
13,29,32,2015,10,20,Harrison,35.01505603,-106.6736953
13,1.3,5.5,2014,6,17,Harrison,35.01505603,-106.6736953
13,96,96,2008,8,20,Harrison,35.01505603,-106.6736953
13,49.6,64.3,2017,10,20,Harrison,35.01505603,-106.6736953
13,0,0.5,2010,10,20,Harrison,35.01505603,-106.6736953
13,0,0,2013,5,22,Harrison,35.01505603,-106.6736953
13,3.5,5,2008,3,19,Harrison,35.01505603,-106.6736953
