Year,Site number,Species,cover_total
2014,4,LASE,0.02
2014,4,LATAP,0.09
2014,4,MEOF,4.54
2014,4,MUAS,12.64
2014,4,PAOB,38.7500000000001
2014,4,PODEW,198.98
2014,4,SAEX,15.34
2014,4,SAGO,0.44
2014,4,SPORO,2.31
2014,5,ACHY,0.27
2014,5,BASC5,1
2014,5,CHAMA15,0.07
2014,5,CIAR4,0.74
2014,5,COCA5,1.54
2014,5,DISP,0.69
2014,5,ELEL5,40.07
2014,5,FOPUP,5.88
2014,5,JUMO,0.55
2014,5,MACA2,3.25
2014,5,MUAS,0.09
2014,5,PODEW,134.16
2014,5,SATR12,32.2
2014,5,SEFL3,0.23
2014,5,SPORO,0.9
2014,6,AIAL,12.52
2014,6,AMFR,0.51
2014,6,ATCA2,0.37
2014,6,BASC5,5.33
2014,6,BROMU,0.06
2014,6,CHAMA15,0.5
2014,6,ELAN,76.45
2014,6,FORB,0.02
2014,6,FUNGI1,0.02
2014,6,GLLE3,2.23
2014,6,GUSA2,0.07
2014,6,HECI,8.73
2014,6,LASE,0.07
2014,6,MACA2,68.28
2014,6,PHHE4,0.05
2014,6,PODEW,60.78
2014,6,POOL,1.25
2014,6,RIAU,4.63
2014,6,SAEX,2.13
2014,6,SAGO,3.54
2014,6,SATR12,17.61
2014,6,SELE6,1.34
2014,6,SOEL,14.53
2014,6,SPAI,9.59
2014,6,SPAN3,4.1
2014,6,SPCO4,0.74
2014,6,SPORO,1.88
2014,6,TACH2,20.43
2014,7,BOAR/BOBA2,132.130000000001
2014,7,BOTO2,2.17
2014,7,CHAMA15,8.34999999999994
2014,7,DIWI2,0.72
2014,7,FOPUP,2.24
2014,7,FORB,0.03
2014,7,GUSA2,2.05
2014,7,IPLO2,0.79
2014,7,MACA2,0.38
2014,7,MAPIP4,0.04
2014,7,MOSQ,0.05
2014,7,MOVE,0.3
2014,7,PODEW,18.5
2014,7,POHA5,4.44999999999998
2014,7,POOL,1.06
2014,7,PSSC6,4.18
2014,7,SATR12,1.69
2014,7,SPCR,0.81
2014,7,SPGI,0.88
2014,7,SPORO,0.22
2014,7,TACH2,26.37
2014,8,AIAL,6.14
2014,8,AMFR,2.29
2014,8,ATCA2,0.2
2014,8,BASA4,11.96
2014,8,BASC5,7.78
2014,8,BOGR2,1.58
2014,8,BRCA6,0.22
2014,8,BROMU,10.49
2014,8,COCA5,0.26
2014,8,CYDA,0.45
2014,8,ECMUM,0.18
2014,8,ELAN,8.08
2014,8,ELCA4,0.49
2014,8,ERPE,0.93
2014,8,FOPUP,7.43
2014,8,FORB,0.03
2014,8,GRASS,0.14
2014,8,HENE5,0.32
2014,8,HOJU,3.56
2014,8,LASE,3.54
2014,8,LYTO,4.67
2014,8,MACA2,0.06
2014,8,MEOF,0.22
2014,8,MOAL,6.37
2014,8,MUAS,1.78
2014,8,PASM,4.59
2014,8,PLJA,2.78
2014,8,PODEW,170.69
2014,8,SAEX,0.03
2014,8,SAGO,9.65
2014,8,SATR12,2.4
2014,8,SIIR,0.01
2014,8,SISYM,0.02
2014,8,SPAI,13.63
2014,8,SPORO,3.83
2014,8,THPO7,82.1200000000001
2014,8,TRAGO,0.15
2014,8,ULPU,12.23
2014,8,XAST,0.04
2014,9,AMPS,11.85
2014,9,APCA,24.81
2014,9,ARAN7,0.07
2014,9,ASOF,0.54
2014,9,ATMI2,5.03
2014,9,BASC5,84.02
2014,9,CAPE42,0.06
2014,9,CAPR5,6.49
2014,9,CAREX,21.86
2014,9,CHAL7,0.31
2014,9,CLLI2,28.15
2014,9,COAR4,0.27
2014,9,DISP,3.41
2014,9,ECMUM,0.02
2014,9,ELAN,4.34
2014,9,ELEL5,0.42
2014,9,EQUIS,0.06
2014,9,FOPUP,34.44
2014,9,GAMO5,1.5
2014,9,GLLE3,1.26
2014,9,HEAN3,1.85
2014,9,HOJU,0.04
2014,9,JUARL,12.05
2014,9,LYSA2,3.41
2014,9,MUAS,52.62
2014,9,OEELH2,0.01
2014,9,PAOB,0.37
2014,9,PAVI5,1.45
2014,9,PODEW,0.88
2014,9,RHTR,0.77
2014,9,ROPS,11.15
2014,9,ROWO,57.08
2014,9,SAEX,44.95
2014,9,SAGO,1.99
2014,9,SCHOE6,0.02
2014,9,SCPA8,1
2014,9,SCPU10,0.24
2014,9,SCTA2,0.21
2014,9,SOCA6,1.77
2014,9,SPAI,0.78
2014,9,SPSA3,1.94
2014,9,SYER,2.59
2014,9,SYPR5,1.13
2014,9,TYLA,13.56
2014,9,ULPU,0.47
2014,10,ACHY,0.02
2014,10,AMARA,0.03
2014,10,ARDR4,4.25
2014,10,BASA4,0.69
2014,10,BOBA2,2.61
2014,10,BOGR2,0.52
2014,10,BREUC2,1.99
2014,10,CHAMA15,11.25
2014,10,COCA5,0.28
2014,10,CYPER,0.45
2014,10,DALA3,0.11
2014,10,DIWI2,1.57
2014,10,ECMUM,0.08
2014,10,ELAN,4.23
2014,10,ELEL5,0.14
2014,10,ELYMU,0.19
2014,10,ERBE2,0.09
2014,10,ERDI4,0.04
2014,10,GAMO5,5.02
2014,10,GLLE3,0.74
2014,10,MACA2,0.31
2014,10,MEOF,3.99
2014,10,MOAL,3.32
2014,10,MOSQ,0.03
2014,10,MUAS,0.23
2014,10,MUTO2,0.32
2014,10,OPPH,1.17
2014,10,OPUNT,0.34
2014,10,PAOB,0.59
2014,10,PAVI5,0.98
2014,10,PLJA,0.14
2014,10,PODEW,37.74
2014,10,POHA5,0.04
2014,10,POOL,0.08
2014,10,RATA,0.16
2014,10,SAEX,13.16
2014,10,SATR12,1.8
2014,10,SEFL3,0.78
2014,10,SPAI,15.49
2014,10,SPAN3,1.08
2014,10,SPCR,0.33
2014,10,SPORO,3.63
2014,10,SPSA3,0.02
2014,10,TACH2,10.74
2014,10,TOAN,0.02
2014,10,TRTE,0.77
2014,10,ULPU,32.53
2014,11,AMCO3,0.58
2014,11,AMFR,0.1
2014,11,ASSU2,0.26
2014,11,ATCA2,2.01
2014,11,BAMU,0.09
2014,11,CHAMA15,0.32
2014,11,COCA5,2.64
2014,11,ELAN,0.07
2014,11,ELEL5,0.89
2014,11,FOPUP,11.28
2014,11,FORB,0.02
2014,11,GAMO5,0.7
2014,11,LASE,0.04
2014,11,MACA2,0.68
2014,11,MEOF,4.22
2014,11,MEOL,0.21
2014,11,MUAS,0.13
2014,11,PIOP,0.3
2014,11,PODEW,142.57
2014,11,RATA,0.26
2014,11,RIAU,0.02
2014,11,SAAM2,4.25
2014,11,SAEX,0.77
2014,11,SAGO,4.8
2014,11,SATR12,7.14
2014,11,SPAN3,0.33
2014,11,SPORO,0.55
2014,11,TACH2,0.05
2014,11,TRAGO,0.03
2014,11,ULPU,6.22
2014,12,ASSU2,1.06
2014,12,BRCA6,0.09
2014,12,CAREX,0.62
2014,12,CHAMA15,0.02
2014,12,COCA5,0.68
2014,12,CYPER,0.01
2014,12,ELAN,2.79
2014,12,ELCA4,0.04
2014,12,ELEL5,0.65
2014,12,FOPUP,7.92
2014,12,GAMO5,0.1
2014,12,LASE,0.29
2014,12,MACA2,1.78
2014,12,MEOF,0.45
2014,12,MEOL,0.25
2014,12,MUAS,1.18
2014,12,PAOB,0.15
2014,12,PASM,1.13
2014,12,PAVI5,0.97
2014,12,PODEW,137.56
2014,12,SAAM2,5.5
2014,12,SAEX,3.07
2014,12,SAGO,9.75
2014,12,SARA3,0.43
2014,12,SATR12,14.75
2014,12,SOEL,0.05
2014,12,SPAI,5.03
2014,12,SPAN3,0.87
2014,12,SPCR,0.09
2014,12,SPORO,0.65
2014,12,TACH2,0.22
2014,12,ULPU,5.87
2014,13,AIAL,0.06
2014,13,AMPS,2.94
2014,13,ANCA10,0.48
2014,13,APCA,0.59
2014,13,BASA4,8.34
2014,13,BOBA2,0.09
2014,13,BOGR2,0.04
2014,13,CAREX,1.85
2014,13,CESP4,1.23
2014,13,CHAMA15,11.75
2014,13,COCA5,9.57
2014,13,CYES,0.06
2014,13,CYPER,0.22
2014,13,DALE3,0.6
2014,13,ECHIN4,2.02
2014,13,ECMUM,7.35
2014,13,ELAN,54.64
2014,13,ELCA4,0.07
2014,13,ELPA3,0.78
2014,13,EQLA,12.81
2014,13,EQUIS,0.8
2014,13,EUOC4,6.06
2014,13,FORB,0.04
2014,13,HEAN3,0.68
2014,13,JUNCU,7.7
2014,13,JUTO,4.68
2014,13,LEOR,3.6
2014,13,LYCOP4,0.04
2014,13,MEOF,11.7
2014,13,MEOL,2.52
2014,13,MUAS,9.38
2014,13,OEELH,0.46
2014,13,PAOB,15.57
2014,13,PASPA2,9.49
2014,13,PAVI5,5.98
2014,13,PODEW,47.8
2014,13,POHA5,0.02
2014,13,POLA4,12.17
2014,13,POMO5,0.68
2014,13,SAEX,95.9
2014,13,SAGO,1.15
2014,13,SARA3,9.48999999999999
2014,13,SCACO2,0.2
2014,13,SCHOE6,0.04
2014,13,SCPU10,2.12
2014,13,SEVI4,0.01
2014,13,SOCA6,0.73
2014,13,SONU2,1.91
2014,13,SPAI,0.29
2014,13,SPCR,0.05
2014,13,SPORO,1.11
2014,13,SYER,0.03
2014,13,TACH2,2.71
2014,13,TYDO,1.99
2014,13,TYLA,0.78
2014,13,TYPHA,0.92
2014,13,ULPU,20.56
2014,13,XAST,8.4
2014,14,ANCA10,1.19
2014,14,BASA4,0.21
2014,14,CHSP11,0.66
2014,14,DISP,67.1400000000001
2014,14,ELAN,83.93
2014,14,FOPUP,0.2
2014,14,JUARL,6.68999999999999
2014,14,LYTO,0.58
2014,14,PAOB,0.27
2014,14,PODEW,110.21
2014,14,SAEX,3.4
2014,14,SAGO,0.45
2014,14,SPSA3,0.29
2014,14,TACH2,137.15
2014,15,ANCA10,135.39
2014,15,APCA,4.04
2014,15,ASOF,0.4
2014,15,BASC5,17.02
2014,15,DISP,44.38
2014,15,ELAN,9.95
2014,15,ELCA4,0.24
2014,15,HOJU,0.05
2014,15,LYTO,33.99
2014,15,MUAS,25.97
2014,15,PODEW,34.93
2014,15,SAEX,17.17
2014,15,THPO7,0.38
2014,16,ANCA10,65.89
2014,16,BASC5,121.07
2014,16,DISP,12.27
2014,16,ELAN,1.68
2014,16,MUAS,4.51
2014,16,PODEW,21.75
2014,16,SAEX,5.29
2014,16,SAGO,1.93
2014,16,SATR12,0.97
2014,16,SOEL,1.55
2014,16,SPAI,3.96
2014,17,AIAL,22.22
2014,17,AMPS,1.01
2014,17,BASC5,52.72
2014,17,BRINI,0.4
2014,17,CHAL7,0.84
2014,17,CHAMA15,0.24
2014,17,COCA5,1.8
2014,17,DAWR2,0.64
2014,17,DIWI2,6.22
2014,17,ELAN,41.11
2014,17,ELEL5,0.04
2014,17,HEAN3,3.11
2014,17,HECI,0.9
2014,17,HECU3,0.34
2014,17,HOJU,0.16
2014,17,LASE,0.74
2014,17,MACA2,1.55
2014,17,MEOF,0.1
2014,17,PHHE4,0.2
2014,17,PODEW,56.56
2014,17,RIAU,0.83
2014,17,SAGO,8.25
2014,17,SATR12,46.15
2014,17,SOEL,5.2
2014,17,SPAI,21.73
2014,17,SPAN3,3.91
2014,17,SPCO4,1.78
2014,17,SPCR,0.29
2014,17,SPORO,4.66
2014,17,TRTE,0.14
2014,18,AMPS,0.09
2014,18,ANCA10,4.67
2014,18,BASC5,4.38
2014,18,COAR4,2.83
2014,18,DISP,2.73
2014,18,FOPUP,4.32
2014,18,GLLE3,0.41
2014,18,HEAN3,0.84
2014,18,HECI,0.77
2014,18,HOJU,0.42
2014,18,LASE,0.15
2014,18,MUAS,1.25
2014,18,PACA6,0.15
2014,18,PODEW,128.85
2014,18,SATR12,2.68
2014,18,SOEL,3.48
2014,18,SPCR,0.25
2014,18,SPORO,0.04
2014,18,SYER,0.15
2014,18,TACH2,2.03
2014,19,ANCA10,8.52
2014,19,BASC5,28.54
2014,19,COCA5,3.1
2014,19,ELAN,12.43
2014,19,FORB,0.05
2014,19,PODEW,156.63
2014,19,RIAU,0.55
2014,19,SAEX,0.54
2014,19,SAGO,7.6
2014,19,SATR12,0.28
2014,19,TACH2,10.17
2014,20,ATCA2,1.21
2014,20,BASC5,12.08
2014,20,CAREX,0.17
2014,20,CHAMA15,0.69
2014,20,CHENO,0.01
2014,20,ELAN,50.86
2014,20,HEAN3,0.14
2014,20,KAPA,0.1
2014,20,MACA2,0.59
2014,20,MEOF,1.59
2014,20,MOAL,25.7
2014,20,MUAS,0.58
2014,20,PODEW,72.09
2014,20,SAEX,53.62
2014,20,SAGO,2.55
2014,20,SATR12,12.91
2014,20,SOEL,0.09
2014,20,SPAI,0.31
2014,20,SPORO,1.86
2014,20,TACH2,3.07
2014,20,TRTE,0.22
2014,20,ULPU,43.15
2014,21,AIAL,4.43
2014,21,AMARA,0.11
2014,21,AMFR,10.28
2014,21,APCA,0.94
2014,21,ASSU2,0.18
2014,21,BOBA2,0.03
2014,21,BROMU,0.02
2014,21,CHAMA15,3.49
2014,21,COCA5,0.08
2014,21,ELAN,3.5
2014,21,ELEL5,0.09
2014,21,GAMO5,8.20999999999999
2014,21,HEAN3,0.03
2014,21,MEOF,0.07
2014,21,PAVI5,15.25
2014,21,PHYSA,0.19
2014,21,PODEW,151.51
2014,21,SAEX,29.29
2014,21,SATR12,0.02
2014,21,SOEL,9.16999999999999
2014,21,SPAN3,1.05
2014,21,SPORO,0.05
2014,21,ULPU,128.42
2014,21,UNID,0.01
2014,22,ANCA10,13.82
2014,22,APCA,0.36
2014,22,ASSU2,0.21
2014,22,BRCA6,0.27
2014,22,COAR4,3.24
2014,22,COCA5,2.35
2014,22,CYPER,0.01
2014,22,DISP,1.29
2014,22,ELAN,7.43
2014,22,ELCA4,0.45
2014,22,ELEL5,0.28
2014,22,EQLA,3.89999999999999
2014,22,GAMO5,2.94
2014,22,GLLE3,14.5
2014,22,JUARL,1.89
2014,22,LASE,1.02
2014,22,MACA2,0.21
2014,22,MEOF,3.02
2014,22,MEOL,0.69
2014,22,MOAL,0.1
2014,22,MUAS,11.89
2014,22,PAOB,0.91
2014,22,PAVI5,0.08
2014,22,PODEW,157.35
2014,22,SAAM2,22.17
2014,22,SAEX,21.75
2014,22,SAGO,12.59
2014,22,SATR12,0.17
2014,22,SOEL,1.56
2014,22,SPAI,3.76
2014,22,SPAN3,0.46
2014,22,SYER,0.15
2014,22,TACH2,0.04
2014,22,ULPU,16.11
2014,22,UNID,0.04
2014,23,ACHY,0.02
2014,23,AMARA,0.39
2014,23,AMPA,0.03
2014,23,ARLU,1.46
2014,23,BASC5,28.05
2014,23,BOBA2,0.03
2014,23,BOCU,0.37
2014,23,BRCA6,0.46
2014,23,CHAMA15,1.4
2014,23,COCA5,0.07
2014,23,ELEL5,10.68
2014,23,FORB,0.21
2014,23,GAMO5,0.67
2014,23,HEAN3,0.81
2014,23,HOJU,0.04
2014,23,LASE,1.77
2014,23,MAAQ2,0.51
2014,23,MACA2,0.79
2014,23,MAPIP4,0.39
2014,23,MEOF,0.86
2014,23,MEOL,0.03
2014,23,MUAS,2.83
2014,23,PODEW,143.91
2014,23,POOL,0.06
2014,23,SARA3,0.05
2014,23,SATR12,24.9
2014,23,SEFL3,0.14
2014,23,SOAS,0.31
2014,23,SOEL,0.38
2014,23,SPAN3,5.16
2014,23,SPCO4,2.27
2014,23,SPCR,13.9
2014,23,SPORO,1.39
2014,23,TRAGO,0.13
2014,23,TRTE,1.01
2014,23,ULPU,1.13
2014,23,UNID,0.13
2014,24,AMARA,0.75
2014,24,AMPS,0.04
2014,24,ASSU2,0.12
2014,24,BOBA2,0.92
2014,24,BOTO2,0.01
2014,24,CHAMA15,30.92
2014,24,CHENO,0.02
2014,24,CHER2,0.13
2014,24,CHVI8,5.79
2014,24,COCA5,1.31
2014,24,CYIM2,0.97
2014,24,DISP,2.7
2014,24,ECMUM,0.07
2014,24,ELEL5,0.01
2014,24,ERBE2,19.19
2014,24,ERDI4,2.29
2014,24,EUDA5,0.24
2014,24,FOPUP,7.75
2014,24,FORB,0.07
2014,24,GAMO5,0.47
2014,24,GRASS,0.02
2014,24,GRSQ,8.07
2014,24,GUSA2,11.06
2014,24,HEAN3,0.48
2014,24,HOJU,0.48
2014,24,JUMO,3.92
2014,24,KAPA,1.23
2014,24,MACA2,0.02
2014,24,MAPIP4,11.26
2014,24,MELIL,0.05
2014,24,MEOF,0.12
2014,24,MOSQ,0.33
2014,24,MUAS,1.25
2014,24,OENOT,0.29
2014,24,OPPH,0.43
2014,24,PODEW,75.9
2014,24,POHA5,0.16
2014,24,POOL,1.75
2014,24,SATR12,16.76
2014,24,SEFL3,0.28
2014,24,SOEL,0.31
2014,24,SOLID,0.01
2014,24,SPAN3,5.07
2014,24,SPCR,0.46
2014,24,SPGR2,0.02
2014,24,SPORO,36.9000000000002
2014,24,SYER,0.17
2014,24,TRTE,0.07
2014,24,UNID,0.01
2014,24,XAST,0.48
2014,25,AMPS,1.37
2014,25,ANCA10,70.93
2014,25,BASC5,33.38
2014,25,COAR4,0.49
2014,25,COCA5,16.25
2014,25,CYPER,0.44
2014,25,DEIL,0.71
2014,25,DISP,13.96
2014,25,ELAN,12.03
2014,25,EUOC4,0.42
2014,25,GLLE3,1.56
2014,25,GRASS,0.04
2014,25,HEAN3,0.77
2014,25,JUARL,4.16
2014,25,LASE,0.04
2014,25,MELIL,4.54
2014,25,MEOF,3.39
2014,25,MUAS,16.35
2014,25,PAOB,0.25
2014,25,PODEW,64.09
2014,25,SAEX,2.15
2014,25,SIIR,0.51
2014,25,SPAI,2.11
2014,25,SPORO,7.41999999999999
2014,25,SYER,3.5
2014,25,TACH2,23.97
2014,28,AMPA,94.9
2014,28,ASSU2,0.05
2014,28,BASC5,2.2
2014,28,BOUTE,0.3
2014,28,CHENO,0.51
2014,28,CHLE4,18.05
2014,28,CHVI4,3.39
2014,28,COAR4,8.35
2014,28,COCA5,1.68
2014,28,CYDA,1.62
2014,28,ECCR,2.54
2014,28,ECMUM,0.6
2014,28,ERACA,3.37
2014,28,ERHY,0.51
2014,28,ERPE,0.37
2014,28,FORB,0.1
2014,28,GRASS,0.62
2014,28,HEAN3,0.97
2014,28,HEVI4,0.27
2014,28,HITR,7.55
2014,28,LASE,4.1
2014,28,MEOF,4.11
2014,28,MEOL,0.19
2014,28,MESA,2.57
2014,28,SAEX,0.85
2014,28,SATR12,0.54
2014,28,SCAR7,70.23
2014,28,SEFL3,0.28
2014,28,SETAR,18.33
2014,28,SEVI4,77.94
2014,28,SOHA,4.89
2014,28,SPHAE,0.08
2014,28,SPORO,0.18
2014,28,TAOF,6.47
2014,28,TRAGO,2.36
2014,28,TRTE,0.76
2014,28,VEBR,0.26
2014,30,ALGAE,5.63
2014,30,AMPA,2.26
2014,30,BASC5,15.59
2014,30,BOBA2,0.12
2014,30,BOGR2,1.42
2014,30,CHAMA15,0.9
2014,30,DISP,8.45
2014,30,FOPUP,0.13
2014,30,HEAN3,4.35
2014,30,KAPA,0.26
2014,30,MELIL,0.17
2014,30,MEOF,2.47
2014,30,MEOL,0.18
2014,30,MOSQ,0.06
2014,30,PASM,0.35
2014,30,PODEW,95.64
2014,30,SAEX,5.49
2014,30,SAGO,0.14
2014,30,SATR12,34.07
2014,30,SCPU10,0.62
2014,30,SPAI,1.39
2014,30,SPAN3,0.59
2014,30,SPCR,0.58
2014,30,SPORO,0.99
2014,30,TACH2,0.14
2014,30,TYPHA,0.1
2014,30,ULPU,1.18
2015,1,ACHY,0.06
2015,1,AMFR,3.04
2015,1,CHAMA15,1.67
2015,1,ELAN,3.33
2015,1,ELEL5,0.02
2015,1,FOPUP,168.41
2015,1,MACA2,1.69
2015,1,PAOB,0.25
2015,1,PAVI5,2.88
2015,1,PODEW,146.73
2015,1,SAEX,3.11
2015,1,SAGO,1.35
2015,1,SPORO,0.01
2015,1,TACH2,3.18
2015,1,ULPU,22.25
2015,2,ACHY,0.34
2015,2,AMFR,1.77
2015,2,ARPU9,0.83
2015,2,ATCA2,4.41
2015,2,BOBA2,0.05
2015,2,CHAMA15,0.980000000000001
2015,2,CRTE4,0.12
2015,2,ELEL5,24.07
2015,2,FORB,0.04
2015,2,GUSA2,10.34
2015,2,HENE5,4.55
2015,2,MACA2,0.47
2015,2,MEOF,5.93
2015,2,MEOL,5.94
2015,2,PAOB,2.43
2015,2,PODEW,137.53
2015,2,POHA5,0.02
2015,2,POOL,0.01
2015,2,SATR12,40.74
2015,2,SEFL3,3.94
2015,2,SPAN3,0.51
2015,2,SPCO4,1.75
2015,2,SPCR,14.43
2015,2,SPFL2,1.06
2015,2,SPORO,10.46
2015,3,AMFR,0.56
2015,3,AMPS,0.16
2015,3,ANCA10,128.88
2015,3,APCA,5.96
2015,3,BASA4,1
2015,3,CAREX,18.3
2015,3,COCA5,0.3
2015,3,ELAN,42.78
2015,3,EUOC4,0.6
2015,3,FOPUP,1.74
2015,3,HOJU,0.3
2015,3,MOAL,14.95
2015,3,MUAS,32.62
2015,3,PAVI5,6.4
2015,3,PODEW,107.37
2015,3,SAAM2,0.15
2015,3,SAEX,43.28
2015,3,SAGO,15.26
2015,3,ULPU,26.14
2015,4,AMPS,0.15
2015,4,APCA,0.03
2015,4,ASSU2,0.37
2015,4,ATCA2,0.07
2015,4,BASA4,1.48
2015,4,BASC5,0.38
2015,4,CAREX,3.26
2015,4,COCA5,0.33
2015,4,DISP,3.29
2015,4,ELAN,106.88
2015,4,EQLA,0.49
2015,4,EUOC4,0.21
2015,4,JUARL,0.16
2015,4,LATAP,0.05
2015,4,MEOL,0.96
2015,4,MUAS,15.52
2015,4,OEELH2,0.22
2015,4,PAOB,36.5000000000001
2015,4,PODEW,182.29
2015,4,SAEX,11.48
2015,4,SPAI,0.17
2015,4,SPORO,0.18
2015,4,TECA3,0.02
2015,5,BASC5,23.69
2015,5,DISP,1.88
2015,5,ELEL5,10.97
2015,5,FOPUP,6.13
2015,5,JUMO,0.72
2015,5,MACA2,2.25
2015,5,MUAS,0.2
2015,5,PODEW,136.69
2015,5,SATR12,41.04
2015,5,SEFL3,1.43
2015,5,SENEC,0.46
2015,5,SPCO4,0.06
2015,5,TRAGO,0.03
2015,6,AIAL,16.66
2015,6,AMFR,0.79
2015,6,BASC5,27.18
2015,6,CHAMA15,1.24
2015,6,COAR4,0.08
2015,6,CRTE4,0.89
2015,6,ELAN,84.58
2015,6,ELEL5,0.18
2015,6,FOPUP,0.35
2015,6,GLLE3,1.46
2015,6,GRASS,0.07
2015,6,GUSA2,0.35
2015,6,HEAN3,0.06
2015,6,HECI,13.66
2015,6,MACA2,13.96
2015,6,MEOL,0.75
2015,6,MOAL,0.27
2015,6,PHHE5,0.36
2015,6,PHHI8,0.37
2015,6,PODEW,46.49
2015,6,POOL,2.62
2015,6,RIAU,7.82
2015,6,SAEX,0.66
2015,6,SATR12,40.88
2015,6,SELE6,4.97
2015,6,SOEL,20.7
2015,6,SPAI,10.42
2015,6,SPAN3,6.7
2015,6,SPCR,4.98
2015,6,SPFL2,1.27
2015,6,SPORO,2.51
2015,6,TACH2,30.83
2015,7,AMAC2,0.16
2015,7,BOBA2/BOAR,3.6
2015,7,CRTE4,0.18
2015,7,DALA3,0.15
2015,7,DIWI2,9.29
2015,7,FOPUP,2.56
2015,7,GAPI,0.18
2015,7,GUSA2,3.03
2015,7,IPLO2,2.86
2015,7,LINUM,0.05
2015,7,MACA2,6.21
2015,7,MAPIP4,0.02
2015,7,MENTZ,0.12
2015,7,OEPA,1.08
2015,7,PODEW,10.13
2015,7,POHA5,0.28
2015,7,PSSC6,14.24
2015,7,SATR12,2.43
2015,7,SPAN3,0.01
2015,7,SPFL2,2.27
2015,7,SPGI,0.26
2015,7,SPORO,5.72999999999999
2015,7,TACH2,26
2015,7,UNK,0.1
2015,8,ACHY,0.36
2015,8,AIAL,3.97
2015,8,AMFR,2.5
2015,8,ATCA2,0.6
2015,8,BASA4,26
2015,8,BASC5,16.63
2015,8,BOGR2,1.6
2015,8,BRCA6,0.94
2015,8,COCA5,0.07
2015,8,CYDA,0.68
2015,8,ELAN,9.82
2015,8,ELCA4,2.37
2015,8,ELEL5,2.95
2015,8,ELTR7,8.07
2015,8,FOPUP,6.59
2015,8,HOJU,2.88
2015,8,LYTO,21.52
2015,8,MOAL,5.72
2015,8,MUAS,6.3
2015,8,PODEW,164.1
2015,8,SAGO,13.31
2015,8,SATR12,1.03
2015,8,SPAI,10.32
2015,8,SPAN3,0.02
2015,8,SPFL2,0.01
2015,8,SPORO,5.73
2015,8,THPO7,95.3
2015,8,ULPU,15.33
2015,9,AGGI2,0.01
2015,9,AMPS,12.71
2015,9,APCA,26.31
2015,9,ARAN7,0.04
2015,9,ASOF,0.54
2015,9,ATMI2,9.71
2015,9,BASC5,68.39
2015,9,CADR,0.73
2015,9,CAREX,25.39
2015,9,CHPR5,0.38
2015,9,CIVU,0.03
2015,9,CLLI2,36.97
2015,9,DISP,2.32
2015,9,ELAN,6.59
2015,9,EPCI,0.89
2015,9,EQLA,0.03
2015,9,FOPUP,38.91
2015,9,HEAN3,1.56
2015,9,HOJU,0.08
2015,9,JUARL,14.43
2015,9,LYCOP4,0.48
2015,9,LYSA2,3.87
2015,9,MEOF,4.26
2015,9,MEOL,7.98
2015,9,MUAS,58.68
2015,9,OEELH,0.46
2015,9,PAVI5,0.68
2015,9,PODEW,1.04
2015,9,ROPS,2.67
2015,9,ROWO,53.16
2015,9,SAEX,53.5
2015,9,SAGO,2.9
2015,9,SCAM6,0.83
2015,9,SCPA8,0.66
2015,9,SCPU10,0.09
2015,9,SCTA2,0.03
2015,9,SOCA6,0.04
2015,9,SPAI,0.24
2015,9,SPAN3,0.37
2015,9,SYER,0.6
2015,9,SYPR5,0.43
2015,9,TYLA,8.95
2015,9,ULPU,1.45
2015,10,AMARA,0.04
2015,10,AMFR,0.02
2015,10,ARDR4,12.51
2015,10,ATCA2,0.32
2015,10,BASA4,0.4
2015,10,BOBA2,2.81
2015,10,BOCU,0.28
2015,10,BOGR2,1.28
2015,10,BOUTE,0.17
2015,10,BREUC2,2.79
2015,10,CAREX,0.02
2015,10,CHAL7,0.03
2015,10,CHAMA15,10.83
2015,10,COCA5,0.43
2015,10,CYPER,0.61
2015,10,ELAN,8
2015,10,ELEL5,2.05
2015,10,ELTR7,0.21
2015,10,ERPE,1.4
2015,10,FOPUP,0.45
2015,10,GAMO5,0.07
2015,10,GLLE3,0.18
2015,10,GRASS,0.06
2015,10,GUSA2,2.65
2015,10,HOJU,0.16
2015,10,MACA2,0.33
2015,10,MELIL,0.13
2015,10,MOAL,4.23
2015,10,MOSQ,0.1
2015,10,MUAS,0.42
2015,10,MUHLE,2.17
2015,10,OPPH,1.76
2015,10,PAOB,1.41
2015,10,PAVI5,2.52
2015,10,PHHI8,0.13
2015,10,PLJA,0.18
2015,10,PODEW,42.77
2015,10,POHA5,0.27
2015,10,POOL,0.21
2015,10,RACO3,0.17
2015,10,SAEX,15.06
2015,10,SATR12,29.5
2015,10,SEFL3,1.3
2015,10,SPAI,23.8
2015,10,SPAN3,1.23
2015,10,SPCO4,0.28
2015,10,SPCR,12.39
2015,10,SPORO,3.33
2015,10,SPSA3,0.07
2015,10,TACH2,21.37
2015,10,TRAGO,0.03
2015,10,TRTE,8.77
2015,10,ULPU,32.73
2015,10,VETH,0.08
2015,11,ACHY,0.07
2015,11,AMCO,2.98
2015,11,AMFR,0.98
2015,11,ATCA2,2.19
2015,11,CHAMA15,1.3
2015,11,ELAN,0.11
2015,11,ELEL5,3.44
2015,11,FOPUP,17.3
2015,11,FORB,0.06
2015,11,HEAN3,3.71
2015,11,LASE,0.13
2015,11,MACA2,0.36
2015,11,MELIL,0.1
2015,11,MEOL,0.04
2015,11,MUAS,0.81
2015,11,PIOP,0.27
2015,11,PODEW,139.98
2015,11,RATA,0.51
